Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (gals/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
2001,Fruit for fresh,Pounds,Lemons,2.97,4,2.85,6.96,2.65,47,1.4,44,73.49,0.79,,0.03,0.98,61,212,0.28,0
2002,Fruit for fresh,Pounds,Lemons,3.34,4,3.2,6.96,2.98,47,1.58,44,73.49,0.88,,0.04,1.1,61,212,0.32,0.01
2003,Fruit for fresh,Pounds,Lemons,3.33,4,3.19,6.96,2.97,47,1.57,44,73.49,0.88,,0.04,1.1,61,212,0.32,0.01
2004,Fruit for fresh,Pounds,Lemons,3.12,4,3,6.96,2.79,47,1.48,44,73.49,0.83,,0.04,1.03,61,212,0.3,0
2005,Fruit for fresh,Pounds,Lemons,2.95,4,2.83,6.96,2.63,47,1.39,44,73.49,0.78,,0.03,0.97,61,212,0.28,0
2006,Fruit for fresh,Pounds,Lemons,4.15,4,3.98,6.96,3.7,47,1.96,44,73.49,1.1,,0.05,1.37,61,212,0.39,0.01
2007,Fruit for fresh,Pounds,Lemons,2.81,4,2.7,6.59,2.52,47,1.33,44,73.38,0.75,,0.03,0.93,61,212,0.27,0
2008,Fruit for fresh,Pounds,Lemons,1.97,4,1.89,6.22,1.77,47,0.94,44,73.28,0.53,,0.02,0.65,61,212,0.19,0
2009,Fruit for fresh,Pounds,Lemons,3.12,4,3,5.84,2.82,47,1.5,44,73.17,0.84,,0.04,1.04,61,212,0.3,0
2010,Fruit for fresh,Pounds,Lemons,2.79,4,2.68,5.47,2.53,47,1.34,44,73.07,0.75,,0.03,0.93,61,212,0.27,0
2011,Fruit for fresh,Pounds,Lemons,3.46,4,3.32,5.1,3.15,47,1.67,44,72.96,0.94,,0.04,1.16,61,212,0.33,0.01
2012,Fruit for fresh,Pounds,Lemons,3.94,4,3.78,5.1,3.59,47,1.9,44,72.96,1.07,,0.05,1.32,61,212,0.38,0.01
2013,Fruit for fresh,Pounds,Lemons,3.48,4,3.34,5.1,3.17,47,1.68,44,72.96,0.94,,0.04,1.17,61,212,0.34,0.01
2014,Fruit for fresh,Pounds,Lemons,3.42,4,3.28,5.1,3.12,47,1.65,44,72.96,0.93,,0.04,1.15,61,212,0.33,0.01
2015,Fruit for fresh,Pounds,Lemons,3.6,4,3.45,5.1,3.28,47,1.74,44,72.96,0.97,,0.04,1.21,61,212,0.35,0.01
2016,Fruit for fresh,Pounds,Lemons,4.15,4,3.98,5.1,3.78,47,2,44,72.96,1.12,,0.05,1.39,61,212,0.4,0.01
2017,Fruit for fresh,Pounds,Lemons,4.32,4,4.15,5.1,3.94,47,2.09,44,72.96,1.17,,0.05,1.45,61,212,0.42,0.01
1970,Fruit for fresh,Pounds,Limes,0.17,5,0.17,8.32,0.15,16,0.13,44,59.03,0.07,,0,0.09,20,67,0.03,0
1971,Fruit for fresh,Pounds,Limes,0.17,5,0.16,8.32,0.15,16,0.12,44,59.03,0.07,,0,0.09,20,67,0.03,0
1972,Fruit for fresh,Pounds,Limes,0.21,5,0.2,8.32,0.18,16,0.15,44,59.03,0.09,,0,0.11,20,67,0.03,0
1973,Fruit for fresh,Pounds,Limes,0.21,5,0.2,8.32,0.19,16,0.16,44,59.03,0.09,,0,0.11,20,67,0.03,0
1974,Fruit for fresh,Pounds,Limes,0.2,5,0.19,8.32,0.17,16,0.15,44,59.03,0.08,,0,0.1,20,67,0.03,0
1975,Fruit for fresh,Pounds,Limes,0.22,5,0.21,8.32,0.19,16,0.16,44,59.03,0.09,,0,0.11,20,67,0.03,0
1976,Fruit for fresh,Pounds,Limes,0.25,5,0.23,8.32,0.21,16,0.18,44,59.03,0.1,,0,0.13,20,67,0.04,0
1977,Fruit for fresh,Pounds,Limes,0.23,5,0.22,8.32,0.2,16,0.17,44,59.03,0.1,,0,0.12,20,67,0.04,0
1978,Fruit for fresh,Pounds,Limes,0.22,5,0.21,8.32,0.19,16,0.16,44,59.03,0.09,,0,0.11,20,67,0.03,0
1979,Fruit for fresh,Pounds,Limes,0.27,5,0.26,8.32,0.24,16,0.2,44,59.03,0.11,,0,0.14,20,67,0.04,0
1980,Fruit for fresh,Pounds,Limes,0.36,5,0.34,8.32,0.31,16,0.26,44,59.03,0.15,,0.01,0.18,20,67,0.05,0
1981,Fruit for fresh,Pounds,Limes,0.42,5,0.4,8.32,0.37,16,0.31,44,59.03,0.17,,0.01,0.21,20,67,0.06,0
1982,Fruit for fresh,Pounds,Limes,0.38,5,0.36,8.32,0.33,16,0.28,44,59.03,0.16,,0.01,0.2,20,67,0.06,0
1983,Fruit for fresh,Pounds,Limes,0.52,5,0.49,8.32,0.45,16,0.38,44,59.03,0.21,,0.01,0.26,20,67,0.08,0
1984,Fruit for fresh,Pounds,Limes,0.45,5,0.43,8.32,0.39,16,0.33,44,59.03,0.19,,0.01,0.23,20,67,0.07,0
1985,Fruit for fresh,Pounds,Limes,0.56,5,0.53,8.32,0.48,16,0.41,44,59.03,0.23,,0.01,0.28,20,67,0.08,0
1986,Fruit for fresh,Pounds,Limes,0.58,5,0.55,8.32,0.51,16,0.42,44,59.03,0.24,,0.01,0.3,20,67,0.09,0
1987,Fruit for fresh,Pounds,Limes,0.51,5,0.48,8.32,0.44,16,0.37,44,59.03,0.21,,0.01,0.26,20,67,0.08,0
1988,Fruit for fresh,Pounds,Limes,0.56,5,0.53,8.32,0.49,16,0.41,44,59.03,0.23,,0.01,0.28,20,67,0.08,0
1989,Fruit for fresh,Pounds,Limes,0.69,5,0.66,8.32,0.6,16,0.51,44,59.03,0.28,,0.01,0.35,20,67,0.11,0.01
1990,Fruit for fresh,Pounds,Limes,0.66,5,0.63,8.32,0.58,16,0.48,44,59.03,0.27,,0.01,0.34,20,67,0.1,0.01
1991,Fruit for fresh,Pounds,Limes,0.75,5,0.72,8.32,0.66,16,0.55,44,59.03,0.31,,0.01,0.38,20,67,0.11,0.01
1992,Fruit for fresh,Pounds,Limes,1.02,5,0.97,8.32,0.89,16,0.75,44,59.03,0.42,,0.02,0.52,20,67,0.16,0.01
1993,Fruit for fresh,Pounds,Limes,0.95,5,0.91,8.32,0.83,16,0.7,44,59.03,0.39,,0.02,0.49,20,67,0.14,0.01
1994,Fruit for fresh,Pounds,Limes,0.97,5,0.92,8.32,0.84,16,0.71,44,59.03,0.4,,0.02,0.49,20,67,0.15,0.01
1995,Fruit for fresh,Pounds,Limes,1.18,5,1.12,8.32,1.03,16,0.87,44,59.03,0.48,,0.02,0.6,20,67,0.18,0.01
1996,Fruit for fresh,Pounds,Limes,1.14,5,1.08,8.32,0.99,16,0.83,44,59.03,0.47,,0.02,0.58,20,67,0.17,0.01
1997,Fruit for fresh,Pounds,Limes,1.15,5,1.09,8.32,1,16,0.84,44,59.03,0.47,,0.02,0.58,20,67,0.17,0.01
1998,Fruit for fresh,Pounds,Limes,1.4,5,1.33,8.32,1.22,16,1.02,44,59.03,0.57,,0.03,0.71,20,67,0.21,0.01
1999,Fruit for fresh,Pounds,Limes,1.33,5,1.27,8.32,1.16,16,0.97,44,59.03,0.55,,0.02,0.68,20,67,0.2,0.01
2000,Fruit for fresh,Pounds,Limes,1.39,5,1.32,8.32,1.21,16,1.02,44,59.03,0.57,,0.03,0.71,20,67,0.21,0.01
2001,Fruit for fresh,Pounds,Limes,1.5,5,1.43,8.32,1.31,16,1.1,44,59.03,0.62,,0.03,0.76,20,67,0.23,0.01
2002,Fruit for fresh,Pounds,Limes,1.1,5,1.05,8.32,0.96,16,0.81,44,59.03,0.45,,0.02,0.56,20,67,0.17,0.01
2003,Fruit for fresh,Pounds,Limes,1.77,5,1.68,8.32,1.54,16,1.29,44,59.03,0.72,,0.03,0.9,20,67,0.27,0.01
2004,Fruit for fresh,Pounds,Limes,1.85,5,1.76,8.32,1.61,16,1.35,44,59.03,0.76,,0.03,0.94,20,67,0.28,0.01
2005,Fruit for fresh,Pounds,Limes,2.09,5,1.99,8.32,1.82,16,1.53,44,59.03,0.86,,0.04,1.06,20,67,0.32,0.02
2006,Fruit for fresh,Pounds,Limes,2.26,5,2.14,8.32,1.96,16,1.65,44,59.03,0.92,,0.04,1.15,20,67,0.34,0.02
2007,Fruit for fresh,Pounds,Limes,2.27,5,2.16,9.46,1.95,16,1.64,44,59.54,0.92,,0.04,1.14,20,67,0.34,0.02
2008,Fruit for fresh,Pounds,Limes,2.48,5,2.36,10.6,2.11,16,1.77,44,60.05,0.99,,0.04,1.23,20,67,0.37,0.02
2009,Fruit for fresh,Pounds,Limes,2.55,5,2.42,11.75,2.14,16,1.79,44,60.56,1.01,,0.04,1.25,20,67,0.37,0.02
2010,Fruit for fresh,Pounds,Limes,2.57,5,2.44,12.89,2.13,16,1.79,44,61.07,1,,0.04,1.24,20,67,0.37,0.02
2011,Fruit for fresh,Pounds,Limes,2.5,5,2.38,14.03,2.04,16,1.72,44,61.58,0.96,,0.04,1.2,20,67,0.36,0.02
2012,Fruit for fresh,Pounds,Limes,2.57,5,2.44,14.03,2.1,16,1.76,44,61.58,0.99,,0.04,1.23,20,67,0.37,0.02
2013,Fruit for fresh,Pounds,Limes,2.96,5,2.81,14.03,2.42,16,2.03,44,61.58,1.14,,0.05,1.41,20,67,0.42,0.02
2014,Fruit for fresh,Pounds,Limes,3.07,5,2.91,14.03,2.5,16,2.1,44,61.58,1.18,,0.05,1.46,20,67,0.44,0.02
2015,Fruit for fresh,Pounds,Limes,3.01,5,2.86,14.03,2.46,16,2.07,44,61.58,1.16,,0.05,1.44,20,67,0.43,0.02
2016,Fruit for fresh,Pounds,Limes,3.48,5,3.3,14.03,2.84,16,2.38,44,61.58,1.34,,0.06,1.66,20,67,0.5,0.02
2017,Fruit for fresh,Pounds,Limes,3.75,5,3.56,14.03,3.06,16,2.57,44,61.58,1.44,,0.06,1.79,20,67,0.53,0.03
1970,Fruit for fresh,Pounds,Apples,17.23,4,16.55,8.62,15.12,10,13.61,20,36.84,10.89,,0.48,13.53,56,107.2,7.07,0.13
1971,Fruit for fresh,Pounds,Apples,16.62,4,15.95,8.62,14.58,10,13.12,20,36.84,10.5,,0.46,13.04,56,107.2,6.81,0.12
1972,Fruit for fresh,Pounds,Apples,15.68,4,15.06,8.62,13.76,10,12.38,20,36.84,9.91,,0.43,12.31,56,107.2,6.43,0.11
1973,Fruit for fresh,Pounds,Apples,16.28,4,15.63,8.62,14.28,10,12.85,20,36.84,10.28,,0.45,12.78,56,107.2,6.67,0.12
1974,Fruit for fresh,Pounds,Apples,16.56,4,15.89,8.62,14.52,10,13.07,20,36.84,10.46,,0.46,13,56,107.2,6.79,0.12
1975,Fruit for fresh,Pounds,Apples,19.68,4,18.9,8.62,17.27,10,15.54,20,36.84,12.43,,0.54,15.45,56,107.2,8.07,0.14
1976,Fruit for fresh,Pounds,Apples,17.24,4,16.56,8.62,15.13,10,13.62,20,36.84,10.89,,0.48,13.54,56,107.2,7.07,0.13
1977,Fruit for fresh,Pounds,Apples,16.69,4,16.02,8.62,14.64,10,13.18,20,36.84,10.54,,0.46,13.1,56,107.2,6.84,0.12
1978,Fruit for fresh,Pounds,Apples,18.14,4,17.41,8.62,15.91,10,14.32,20,36.84,11.46,,0.5,14.24,56,107.2,7.44,0.13
1979,Fruit for fresh,Pounds,Apples,17.34,4,16.64,8.62,15.21,10,13.69,20,36.84,10.95,,0.48,13.61,56,107.2,7.11,0.13
1980,Fruit for fresh,Pounds,Apples,19.41,4,18.63,8.62,17.03,10,15.32,20,36.84,12.26,,0.54,15.23,56,107.2,7.96,0.14
1981,Fruit for fresh,Pounds,Apples,17.01,4,16.33,8.62,14.92,10,13.43,20,36.84,10.75,,0.47,13.35,56,107.2,6.98,0.12
1982,Fruit for fresh,Pounds,Apples,17.7,4,16.99,8.62,15.53,10,13.98,20,36.84,11.18,,0.49,13.89,56,107.2,7.26,0.13
1983,Fruit for fresh,Pounds,Apples,18.43,4,17.69,8.62,16.17,10,14.55,20,36.84,11.64,,0.51,14.47,56,107.2,7.56,0.13
1984,Fruit for fresh,Pounds,Apples,18.52,4,17.77,8.62,16.24,10,14.62,20,36.84,11.69,,0.51,14.53,56,107.2,7.59,0.14
1985,Fruit for fresh,Pounds,Apples,17.42,4,16.72,8.62,15.28,10,13.75,20,36.84,11,,0.48,13.67,56,107.2,7.14,0.13
1986,Fruit for fresh,Pounds,Apples,18,4,17.28,8.62,15.79,10,14.21,20,36.84,11.37,,0.5,14.13,56,107.2,7.38,0.13
1987,Fruit for fresh,Pounds,Apples,21.02,4,20.18,8.62,18.44,10,16.59,20,36.84,13.28,,0.58,16.5,56,107.2,8.62,0.15
1988,Fruit for fresh,Pounds,Apples,20.02,4,19.22,8.62,17.56,10,15.8,20,36.84,12.64,,0.55,15.71,56,107.2,8.21,0.15
1989,Fruit for fresh,Pounds,Apples,21.43,4,20.57,8.62,18.8,10,16.92,20,36.84,13.53,,0.59,16.82,56,107.2,8.79,0.16
1990,Fruit for fresh,Pounds,Apples,19.81,4,19.02,8.62,17.38,10,15.64,20,36.84,12.51,,0.55,15.55,56,107.2,8.12,0.15
1991,Fruit for fresh,Pounds,Apples,18.33,4,17.6,8.62,16.08,10,14.47,20,36.84,11.58,,0.51,14.39,56,107.2,7.52,0.13
1992,Fruit for fresh,Pounds,Apples,19.37,4,18.6,8.62,16.99,10,15.3,20,36.84,12.24,,0.54,15.21,56,107.2,7.94,0.14
1993,Fruit for fresh,Pounds,Apples,19.22,4,18.46,8.62,16.86,10,15.18,20,36.84,12.14,,0.53,15.09,56,107.2,7.88,0.14
1994,Fruit for fresh,Pounds,Apples,19.58,4,18.8,8.62,17.18,10,15.46,20,36.84,12.37,,0.54,15.37,56,107.2,8.03,0.14
1995,Fruit for fresh,Pounds,Apples,18.89,4,18.13,8.62,16.57,10,14.91,20,36.84,11.93,,0.52,14.83,56,107.2,7.75,0.14
1996,Fruit for fresh,Pounds,Apples,18.88,4,18.12,8.62,16.56,10,14.9,20,36.84,11.92,,0.52,14.82,56,107.2,7.74,0.14
1997,Fruit for fresh,Pounds,Apples,18.28,4,17.55,8.62,16.04,10,14.44,20,36.84,11.55,,0.51,14.35,56,107.2,7.5,0.13
1998,Fruit for fresh,Pounds,Apples,19.19,4,18.42,8.62,16.83,10,15.15,20,36.84,12.12,,0.53,15.06,56,107.2,7.87,0.14
1999,Fruit for fresh,Pounds,Apples,18.71,4,17.96,8.62,16.42,10,14.77,20,36.84,11.82,,0.52,14.69,56,107.2,7.67,0.14
2000,Fruit for fresh,Pounds,Apples,17.64,4,16.94,8.62,15.48,10,13.93,20,36.84,11.14,,0.49,13.85,56,107.2,7.23,0.13
2001,Fruit for fresh,Pounds,Apples,15.76,4,15.13,8.62,13.83,10,12.45,20,36.84,9.96,,0.44,12.37,56,107.2,6.46,0.12
2002,Fruit for fresh,Pounds,Apples,16.16,4,15.51,8.62,14.17,10,12.76,20,36.84,10.2,,0.45,12.68,56,107.2,6.62,0.12
2003,Fruit for fresh,Pounds,Apples,17.06,4,16.38,8.62,14.97,10,13.47,20,36.84,10.78,,0.47,13.39,56,107.2,7,0.12
2004,Fruit for fresh,Pounds,Apples,18.97,4,18.21,8.62,16.64,10,14.98,20,36.84,11.98,,0.53,14.89,56,107.2,7.78,0.14
2005,Fruit for fresh,Pounds,Apples,16.81,4,16.14,8.62,14.75,10,13.27,20,36.84,10.62,,0.47,13.19,56,107.2,6.89,0.12
2006,Fruit for fresh,Pounds,Apples,17.9,4,17.19,8.62,15.71,10,14.14,20,36.84,11.31,,0.5,14.05,56,107.2,7.34,0.13
2007,Fruit for fresh,Pounds,Apples,16.55,4,15.89,10.73,14.18,10,12.76,20,38.3,10.21,,0.45,12.69,56,107.2,6.63,0.12
2008,Fruit for fresh,Pounds,Apples,16.02,4,15.38,12.84,13.4,10,12.06,20,39.75,9.65,,0.42,11.99,56,107.2,6.27,0.11
2009,Fruit for fresh,Pounds,Apples,16.34,4,15.68,14.95,13.34,10,12,20,41.21,9.6,,0.42,11.93,56,107.2,6.23,0.11
2010,Fruit for fresh,Pounds,Apples,15.39,4,14.78,17.06,12.26,10,11.03,20,42.67,8.83,,0.39,10.97,56,107.2,5.73,0.1
2011,Fruit for fresh,Pounds,Apples,15.56,4,14.94,19.17,12.07,10,10.87,20,44.13,8.69,,0.38,10.8,56,107.2,5.64,0.1
2012,Fruit for fresh,Pounds,Apples,16.14,4,15.49,19.17,12.52,10,11.27,20,44.13,9.02,,0.4,11.21,56,107.2,5.85,0.1
2013,Fruit for fresh,Pounds,Apples,17.45,4,16.75,19.17,13.54,10,12.19,20,44.13,9.75,,0.43,12.12,56,107.2,6.33,0.11
2014,Fruit for fresh,Pounds,Apples,18.74,4,18,19.17,14.55,10,13.09,20,44.13,10.47,,0.46,13.02,56,107.2,6.8,0.12
2015,Fruit for fresh,Pounds,Apples,17.48,4,16.78,19.17,13.56,10,12.21,20,44.13,9.77,,0.43,12.14,56,107.2,6.34,0.11
2016,Fruit for fresh,Pounds,Apples,18.67,4,17.93,19.17,14.49,10,13.04,20,44.13,10.43,,0.46,12.97,56,107.2,6.77,0.12
1970,Fruit for fresh,Pounds,Avocados,0.45,6,0.42,9.32,0.39,26,0.29,32,57.11,0.19,,0.01,0.24,237,148,0.39,0
1971,Fruit for fresh,Pounds,Avocados,0.83,6,0.78,9.32,0.71,26,0.52,32,57.11,0.36,,0.02,0.44,237,148,0.71,0
1972,Fruit for fresh,Pounds,Avocados,0.43,6,0.41,9.32,0.37,26,0.27,32,57.11,0.19,,0.01,0.23,237,148,0.37,0
1973,Fruit for fresh,Pounds,Avocados,0.71,6,0.67,9.32,0.61,26,0.45,32,57.11,0.31,,0.01,0.38,237,148,0.61,0
1974,Fruit for fresh,Pounds,Avocados,1.25,6,1.17,9.32,1.06,26,0.79,32,57.11,0.53,,0.02,0.66,237,148,1.06,0
1975,Fruit for fresh,Pounds,Avocados,0.73,6,0.69,9.32,0.62,26,0.46,32,57.11,0.31,,0.01,0.39,237,148,0.63,0
1976,Fruit for fresh,Pounds,Avocados,1.19,6,1.12,9.32,1.01,26,0.75,32,57.11,0.51,,0.02,0.63,237,148,1.01,0
1977,Fruit for fresh,Pounds,Avocados,1.13,6,1.07,9.32,0.97,26,0.72,32,57.11,0.49,,0.02,0.6,237,148,0.97,0
1978,Fruit for fresh,Pounds,Avocados,1.27,6,1.19,9.32,1.08,26,0.8,32,57.11,0.54,,0.02,0.68,237,148,1.08,0
1979,Fruit for fresh,Pounds,Avocados,0.85,6,0.8,9.32,0.73,26,0.54,32,57.11,0.37,,0.02,0.46,237,148,0.73,0
1980,Fruit for fresh,Pounds,Avocados,2.1,6,1.97,9.32,1.79,26,1.32,32,57.11,0.9,,0.04,1.12,237,148,1.79,0.01
1981,Fruit for fresh,Pounds,Avocados,1.56,6,1.47,9.32,1.33,26,0.98,32,57.11,0.67,,0.03,0.83,237,148,1.33,0.01
1982,Fruit for fresh,Pounds,Avocados,1.86,6,1.75,9.32,1.58,26,1.17,32,57.11,0.8,,0.03,0.99,237,148,1.59,0.01
1983,Fruit for fresh,Pounds,Avocados,2.21,6,2.07,9.32,1.88,26,1.39,32,57.11,0.95,,0.04,1.18,237,148,1.88,0.01
1984,Fruit for fresh,Pounds,Avocados,1.84,6,1.73,9.32,1.57,26,1.16,32,57.11,0.79,,0.03,0.98,237,148,1.57,0.01
1985,Fruit for fresh,Pounds,Avocados,1.52,6,1.42,9.32,1.29,26,0.96,32,57.11,0.65,,0.03,0.81,237,148,1.29,0.01
1986,Fruit for fresh,Pounds,Avocados,2.37,6,2.23,9.32,2.02,26,1.5,32,57.11,1.02,,0.04,1.26,237,148,2.02,0.01
1987,Fruit for fresh,Pounds,Avocados,1.6,6,1.5,9.32,1.36,26,1.01,32,57.11,0.69,,0.03,0.85,237,148,1.36,0.01
1988,Fruit for fresh,Pounds,Avocados,1.58,6,1.48,9.32,1.35,26,1,32,57.11,0.68,,0.03,0.84,237,148,1.35,0.01
1989,Fruit for fresh,Pounds,Avocados,1.09,6,1.02,9.32,0.93,26,0.69,32,57.11,0.47,,0.02,0.58,237,148,0.93,0
1990,Fruit for fresh,Pounds,Avocados,1.43,6,1.34,9.32,1.22,26,0.9,32,57.11,0.61,,0.03,0.76,237,148,1.22,0.01
1991,Fruit for fresh,Pounds,Avocados,1.45,6,1.36,9.32,1.23,26,0.91,32,57.11,0.62,,0.03,0.77,237,148,1.23,0.01
1992,Fruit for fresh,Pounds,Avocados,2.19,6,2.06,9.32,1.86,26,1.38,32,57.11,0.94,,0.04,1.17,237,148,1.87,0.01
1993,Fruit for fresh,Pounds,Avocados,1.34,6,1.26,9.32,1.15,26,0.85,32,57.11,0.58,,0.03,0.72,237,148,1.15,0
1994,Fruit for fresh,Pounds,Avocados,1.37,6,1.29,9.32,1.17,26,0.86,32,57.11,0.59,,0.03,0.73,237,148,1.17,0
1995,Fruit for fresh,Pounds,Avocados,1.59,6,1.5,9.32,1.36,26,1.01,32,57.11,0.68,,0.03,0.85,237,148,1.36,0.01
1996,Fruit for fresh,Pounds,Avocados,1.6,6,1.51,9.32,1.37,26,1.01,32,57.11,0.69,,0.03,0.85,237,148,1.37,0.01
1997,Fruit for fresh,Pounds,Avocados,1.75,6,1.65,9.32,1.49,26,1.1,32,57.11,0.75,,0.03,0.93,237,148,1.49,0.01
1998,Fruit for fresh,Pounds,Avocados,1.54,6,1.44,9.32,1.31,26,0.97,32,57.11,0.66,,0.03,0.82,237,148,1.31,0.01
1999,Fruit for fresh,Pounds,Avocados,1.94,6,1.83,9.32,1.66,26,1.23,32,57.11,0.83,,0.04,1.04,237,148,1.66,0.01
2000,Fruit for fresh,Pounds,Avocados,2.23,6,2.1,9.32,1.9,26,1.41,32,57.11,0.96,,0.04,1.19,237,148,1.91,0.01
2001,Fruit for fresh,Pounds,Avocados,2.53,6,2.38,9.32,2.15,26,1.59,32,57.11,1.08,,0.05,1.35,237,148,2.16,0.01
2002,Fruit for fresh,Pounds,Avocados,2.45,6,2.31,9.32,2.09,26,1.55,32,57.11,1.05,,0.05,1.31,237,148,2.1,0.01
2003,Fruit for fresh,Pounds,Avocados,2.69,6,2.53,9.32,2.3,26,1.7,32,57.11,1.16,,0.05,1.44,237,148,2.3,0.01
2004,Fruit for fresh,Pounds,Avocados,3.2,6,3.01,9.32,2.73,26,2.02,32,57.11,1.37,,0.06,1.7,237,148,2.73,0.01
2005,Fruit for fresh,Pounds,Avocados,3.49,6,3.29,9.32,2.98,26,2.2,32,57.11,1.5,,0.07,1.86,237,148,2.98,0.01
2006,Fruit for fresh,Pounds,Avocados,3.54,6,3.32,9.32,3.01,26,2.23,32,57.11,1.52,,0.07,1.88,237,148,3.02,0.01
2007,Fruit for fresh,Pounds,Avocados,3.53,6,3.32,11.26,2.95,26,2.18,32,58.03,1.48,,0.06,1.84,237,148,2.95,0.01
2008,Fruit for fresh,Pounds,Avocados,3.87,6,3.63,13.2,3.15,26,2.33,32,58.94,1.59,,0.07,1.97,237,148,3.16,0.01
2009,Fruit for fresh,Pounds,Avocados,4.28,6,4.03,15.14,3.42,26,2.53,32,59.86,1.72,,0.08,2.14,237,148,3.42,0.01
2010,Fruit for fresh,Pounds,Avocados,4.03,6,3.79,17.08,3.14,26,2.32,32,60.78,1.58,,0.07,1.96,237,148,3.14,0.01
2011,Fruit for fresh,Pounds,Avocados,5.14,6,4.83,19.02,3.91,26,2.89,32,61.7,1.97,,0.09,2.45,237,148,3.92,0.02
2012,Fruit for fresh,Pounds,Avocados,5.65,6,5.31,19.02,4.3,26,3.18,32,61.7,2.17,,0.09,2.69,237,148,4.31,0.02
2013,Fruit for fresh,Pounds,Avocados,6.16,6,5.79,19.02,4.69,26,3.47,32,61.7,2.36,,0.1,2.93,237,148,4.69,0.02
2014,Fruit for fresh,Pounds,Avocados,7.03,6,6.61,19.02,5.35,26,3.96,32,61.7,2.69,,0.12,3.34,237,148,5.36,0.02
2015,Fruit for fresh,Pounds,Avocados,7.24,6,6.81,19.02,5.51,26,4.08,32,61.7,2.77,,0.12,3.45,237,148,5.52,0.02
2016,Fruit for fresh,Pounds,Avocados,7.13,6,6.7,19.02,5.43,26,4.02,33,62.26,2.69,,0.12,3.34,237,148,5.36,0.02
1970,Fruit for fresh,Pounds,Bananas,17.38,0,17.38,7.97,16,36,10.24,20,52.88,8.19,,0.36,10.18,127.5,143,9.07,0.07
1971,Fruit for fresh,Pounds,Bananas,18.06,0,18.06,7.97,16.62,36,10.64,20,52.88,8.51,,0.37,10.57,127.5,143,9.43,0.07
1972,Fruit for fresh,Pounds,Bananas,17.92,0,17.92,7.97,16.49,36,10.56,20,52.88,8.45,,0.37,10.49,127.5,143,9.36,0.07
1973,Fruit for fresh,Pounds,Bananas,18.16,0,18.16,7.97,16.71,36,10.7,20,52.88,8.56,,0.38,10.64,127.5,143,9.48,0.07
1974,Fruit for fresh,Pounds,Bananas,18.49,0,18.49,7.97,17.02,36,10.89,20,52.88,8.71,,0.38,10.83,127.5,143,9.65,0.08
1975,Fruit for fresh,Pounds,Bananas,17.64,0,17.64,7.97,16.23,36,10.39,20,52.88,8.31,,0.36,10.33,127.5,143,9.21,0.07
1976,Fruit for fresh,Pounds,Bananas,19.25,0,19.25,7.97,17.72,36,11.34,20,52.88,9.07,,0.4,11.27,127.5,143,10.05,0.08
1977,Fruit for fresh,Pounds,Bananas,19.21,0,19.21,7.97,17.68,36,11.31,20,52.88,9.05,,0.4,11.25,127.5,143,10.03,0.08
1978,Fruit for fresh,Pounds,Bananas,20.19,0,20.19,7.97,18.58,36,11.89,20,52.88,9.51,,0.42,11.82,127.5,143,10.54,0.08
1979,Fruit for fresh,Pounds,Bananas,20.98,0,20.98,7.97,19.31,36,12.36,20,52.88,9.88,,0.43,12.28,127.5,143,10.95,0.09
1980,Fruit for fresh,Pounds,Bananas,20.77,0,20.77,7.97,19.12,36,12.23,20,52.88,9.79,,0.43,12.16,127.5,143,10.84,0.09
1981,Fruit for fresh,Pounds,Bananas,21.48,0,21.48,7.97,19.77,36,12.65,20,52.88,10.12,,0.44,12.58,127.5,143,11.22,0.09
1982,Fruit for fresh,Pounds,Bananas,22.54,0,22.54,7.97,20.74,36,13.28,20,52.88,10.62,,0.47,13.2,127.5,143,11.77,0.09
1983,Fruit for fresh,Pounds,Bananas,21.25,0,21.25,7.97,19.56,36,12.52,20,52.88,10.02,,0.44,12.45,127.5,143,11.1,0.09
1984,Fruit for fresh,Pounds,Bananas,22.18,0,22.18,7.97,20.41,36,13.06,20,52.88,10.45,,0.46,12.99,127.5,143,11.58,0.09
1985,Fruit for fresh,Pounds,Bananas,23.48,0,23.48,7.97,21.61,36,13.83,20,52.88,11.06,,0.49,13.75,127.5,143,12.26,0.1
1986,Fruit for fresh,Pounds,Bananas,25.82,0,25.82,7.97,23.77,36,15.21,20,52.88,12.17,,0.53,15.12,127.5,143,13.48,0.11
1987,Fruit for fresh,Pounds,Bananas,25.02,0,25.02,7.97,23.02,36,14.74,20,52.88,11.79,,0.52,14.65,127.5,143,13.06,0.1
1988,Fruit for fresh,Pounds,Bananas,24.29,0,24.29,7.97,22.35,36,14.31,20,52.88,11.44,,0.5,14.22,127.5,143,12.68,0.1
1989,Fruit for fresh,Pounds,Bananas,24.71,0,24.71,7.97,22.74,36,14.56,20,52.88,11.65,,0.51,14.47,127.5,143,12.9,0.1
1990,Fruit for fresh,Pounds,Bananas,24.34,0,24.34,7.97,22.4,36,14.34,20,52.88,11.47,,0.5,14.25,127.5,143,12.71,0.1
