Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
1973,Vegetables for freezing,Pounds,Sweet corn ,5.92,72.97,1.6,6,1.5,0,1.5,36,83.74,0.96,0.04,1.2,134,165,0.97,0.01
1974,Vegetables for freezing,Pounds,Sweet corn ,5.79,72.97,1.57,6,1.47,0,1.47,36,83.74,0.94,0.04,1.17,134,165,0.95,0.01
1975,Vegetables for freezing,Pounds,Sweet corn ,6.23,72.97,1.68,6,1.58,0,1.58,36,83.74,1.01,0.04,1.26,134,165,1.02,0.01
1976,Vegetables for freezing,Pounds,Sweet corn ,5.7,72.97,1.54,6,1.45,0,1.45,36,83.74,0.93,0.04,1.15,134,165,0.94,0.01
1977,Vegetables for freezing,Pounds,Sweet corn ,7.24,72.97,1.96,6,1.84,0,1.84,36,83.74,1.18,0.05,1.46,134,165,1.19,0.01
1978,Vegetables for freezing,Pounds,Sweet corn ,6.32,72.97,1.71,6,1.61,0,1.61,36,83.74,1.03,0.05,1.28,134,165,1.04,0.01
1979,Vegetables for freezing,Pounds,Sweet corn ,6.85,72.97,1.85,6,1.74,0,1.74,36,83.74,1.11,0.05,1.38,134,165,1.12,0.01
1980,Vegetables for freezing,Pounds,Sweet corn ,6.39,72.97,1.73,6,1.62,0,1.62,36,83.74,1.04,0.05,1.29,134,165,1.05,0.01
1981,Vegetables for freezing,Pounds,Sweet corn ,6.28,72.97,1.7,6,1.59,0,1.59,36,83.74,1.02,0.04,1.27,134,165,1.03,0.01
1982,Vegetables for freezing,Pounds,Sweet corn ,5.76,72.97,1.56,6,1.46,0,1.46,36,83.74,0.94,0.04,1.16,134,165,0.94,0.01
1983,Vegetables for freezing,Pounds,Sweet corn ,6.65,72.97,1.8,6,1.69,0,1.69,36,83.74,1.08,0.05,1.34,134,165,1.09,0.01
1984,Vegetables for freezing,Pounds,Sweet corn ,7.99,72.97,2.16,6,2.03,0,2.03,36,83.74,1.3,0.06,1.61,134,165,1.31,0.01
1985,Vegetables for freezing,Pounds,Sweet corn ,7.9,72.97,2.14,6,2.01,0,2.01,36,83.74,1.28,0.06,1.6,134,165,1.3,0.01
1986,Vegetables for freezing,Pounds,Sweet corn ,7.56,72.97,2.04,6,1.92,0,1.92,36,83.74,1.23,0.05,1.53,134,165,1.24,0.01
1987,Vegetables for freezing,Pounds,Sweet corn ,7.84,72.97,2.12,6,1.99,0,1.99,36,83.74,1.28,0.06,1.58,134,165,1.29,0.01
1988,Vegetables for freezing,Pounds,Sweet corn ,8.71,72.97,2.35,6,2.21,0,2.21,36,83.74,1.42,0.06,1.76,134,165,1.43,0.01
1989,Vegetables for freezing,Pounds,Sweet corn ,8.36,72.97,2.26,6,2.13,0,2.13,36,83.74,1.36,0.06,1.69,134,165,1.37,0.01
1990,Vegetables for freezing,Pounds,Sweet corn ,8.6,72.97,2.32,6,2.18,0,2.18,36,83.74,1.4,0.06,1.74,134,165,1.41,0.01
1991,Vegetables for freezing,Pounds,Sweet corn ,9.35,72.97,2.53,6,2.38,0,2.38,36,83.74,1.52,0.07,1.89,134,165,1.53,0.01
1992,Vegetables for freezing,Pounds,Sweet corn ,8.94,72.97,2.42,6,2.27,0,2.27,36,83.74,1.45,0.06,1.81,134,165,1.47,0.01
1993,Vegetables for freezing,Pounds,Sweet corn ,9.72,72.97,2.63,6,2.47,0,2.47,36,83.74,1.58,0.07,1.96,134,165,1.59,0.01
1994,Vegetables for freezing,Pounds,Sweet corn ,9.1,72.97,2.46,6,2.31,0,2.31,36,83.74,1.48,0.06,1.84,134,165,1.49,0.01
1995,Vegetables for freezing,Pounds,Sweet corn ,10.34,72.97,2.79,6,2.63,0,2.63,36,83.74,1.68,0.07,2.09,134,165,1.7,0.01
1996,Vegetables for freezing,Pounds,Sweet corn ,10.35,72.97,2.8,6,2.63,0,2.63,36,83.74,1.68,0.07,2.09,134,165,1.7,0.01
1997,Vegetables for freezing,Pounds,Sweet corn ,10.06,72.97,2.72,6,2.56,0,2.56,36,83.74,1.64,0.07,2.03,134,165,1.65,0.01
1998,Vegetables for freezing,Pounds,Sweet corn ,9.82,72.97,2.65,6,2.49,0,2.49,36,83.74,1.6,0.07,1.98,134,165,1.61,0.01
1999,Vegetables for freezing,Pounds,Sweet corn ,10.08,72.97,2.72,6,2.56,0,2.56,36,83.74,1.64,0.07,2.04,134,165,1.65,0.01
2000,Vegetables for freezing,Pounds,Sweet corn ,9.07,72.97,2.45,6,2.3,0,2.3,36,83.74,1.47,0.06,1.83,134,165,1.49,0.01
2001,Vegetables for freezing,Pounds,Sweet corn ,9.28,72.97,2.51,6,2.36,0,2.36,36,83.74,1.51,0.07,1.88,134,165,1.52,0.01
2002,Vegetables for freezing,Pounds,Sweet corn ,9.33,72.97,2.52,6,2.37,0,2.37,36,83.74,1.52,0.07,1.88,134,165,1.53,0.01
2003,Vegetables for freezing,Pounds,Sweet corn ,9,72.97,2.43,6,2.29,0,2.29,36,83.74,1.46,0.06,1.82,134,165,1.48,0.01
2004,Vegetables for freezing,Pounds,Sweet corn ,9.07,72.97,2.45,6,2.3,0,2.3,36,83.74,1.47,0.06,1.83,134,165,1.49,0.01
2005,Vegetables for freezing,Pounds,Sweet corn ,9.45,72.97,2.55,6,2.4,0,2.4,36,83.74,1.54,0.07,1.91,134,165,1.55,0.01
2006,Vegetables for freezing,Pounds,Sweet corn ,9.44,72.97,2.55,6,2.4,0,2.4,36,83.74,1.53,0.07,1.91,134,165,1.55,0.01
2007,Vegetables for freezing,Pounds,Sweet corn ,9.98,72.97,2.7,6,2.54,0,2.54,36,83.74,1.62,0.07,2.02,134,165,1.64,0.01
2008,Vegetables for freezing,Pounds,Sweet corn ,9.25,72.97,2.5,6,2.35,0,2.35,36,83.74,1.5,0.07,1.87,134,165,1.52,0.01
2009,Vegetables for freezing,Pounds,Sweet corn ,9.06,72.97,2.45,6,2.3,0,2.3,36,83.74,1.47,0.06,1.83,134,165,1.49,0.01
2010,Vegetables for freezing,Pounds,Sweet corn ,8.55,72.97,2.31,6,2.17,0,2.17,36,83.74,1.39,0.06,1.73,134,165,1.4,0.01
2011,Vegetables for freezing,Pounds,Sweet corn ,9.75,72.97,2.64,6,2.48,0,2.48,36,83.74,1.59,0.07,1.97,134,165,1.6,0.01
2012,Vegetables for freezing,Pounds,Sweet corn ,9.78,72.97,2.64,6,2.49,0,2.49,36,83.74,1.59,0.07,1.98,134,165,1.61,0.01
2013,Vegetables for freezing,Pounds,Sweet corn ,7.02,72.97,1.9,6,1.78,0,1.78,36,83.74,1.14,0.05,1.42,134,165,1.15,0.01
2014,Vegetables for freezing,Pounds,Sweet corn ,7.67,72.97,2.07,6,1.95,0,1.95,36,83.74,1.25,0.05,1.55,134,165,1.26,0.01
2015,Vegetables for freezing,Pounds,Sweet corn ,8.01,72.97,2.16,6,2.03,0,2.03,36,83.74,1.3,0.06,1.62,134,165,1.31,0.01
2016,Vegetables for freezing,Pounds,Sweet corn ,7.92,72.97,2.14,6,2.01,0,2.01,36,83.74,1.29,0.06,1.6,134,165,1.3,0.01
2017,Vegetables for freezing,Pounds,Sweet corn ,8.49,72.97,2.3,6,2.16,0,2.16,36,83.74,1.38,0.06,1.72,134,165,1.39,0.01
1970,Vegetables for freezing,Pounds,Green peas,1.92,8.26,1.76,6,1.66,0,1.66,24,34.46,1.26,0.06,1.56,125,160,1.22,0.01
1971,Vegetables for freezing,Pounds,Green peas,2.05,8.26,1.88,6,1.77,0,1.77,24,34.46,1.34,0.06,1.67,125,160,1.3,0.01
1972,Vegetables for freezing,Pounds,Green peas,2,8.26,1.83,6,1.72,0,1.72,24,34.46,1.31,0.06,1.63,125,160,1.27,0.01
1973,Vegetables for freezing,Pounds,Green peas,1.93,8.26,1.77,6,1.67,0,1.67,24,34.46,1.27,0.06,1.57,125,160,1.23,0.01
1974,Vegetables for freezing,Pounds,Green peas,1.94,8.26,1.78,6,1.67,0,1.67,24,34.46,1.27,0.06,1.58,125,160,1.24,0.01
1975,Vegetables for freezing,Pounds,Green peas,1.89,8.26,1.74,6,1.63,0,1.63,24,34.46,1.24,0.05,1.54,125,160,1.2,0.01
1976,Vegetables for freezing,Pounds,Green peas,1.87,8.26,1.72,6,1.61,0,1.61,24,34.46,1.23,0.05,1.52,125,160,1.19,0.01
1977,Vegetables for freezing,Pounds,Green peas,1.75,8.26,1.61,6,1.51,0,1.51,24,34.46,1.15,0.05,1.43,125,160,1.12,0.01
1978,Vegetables for freezing,Pounds,Green peas,1.78,8.26,1.63,6,1.53,0,1.53,24,34.46,1.17,0.05,1.45,125,160,1.13,0.01
1979,Vegetables for freezing,Pounds,Green peas,1.88,8.26,1.73,6,1.63,0,1.63,24,34.46,1.24,0.05,1.54,125,160,1.2,0.01
1980,Vegetables for freezing,Pounds,Green peas,1.78,8.26,1.63,6,1.54,0,1.54,24,34.46,1.17,0.05,1.45,125,160,1.13,0.01
1981,Vegetables for freezing,Pounds,Green peas,1.71,8.26,1.57,6,1.47,0,1.47,24,34.46,1.12,0.05,1.39,125,160,1.09,0.01
1982,Vegetables for freezing,Pounds,Green peas,1.66,8.26,1.52,6,1.43,0,1.43,24,34.46,1.09,0.05,1.35,125,160,1.05,0.01
1983,Vegetables for freezing,Pounds,Green peas,1.83,8.26,1.68,6,1.58,0,1.58,24,34.46,1.2,0.05,1.49,125,160,1.17,0.01
1984,Vegetables for freezing,Pounds,Green peas,1.98,8.26,1.82,6,1.71,0,1.71,24,34.46,1.3,0.06,1.62,125,160,1.26,0.01
1985,Vegetables for freezing,Pounds,Green peas,2.09,8.26,1.92,6,1.8,0,1.8,24,34.46,1.37,0.06,1.7,125,160,1.33,0.01
1986,Vegetables for freezing,Pounds,Green peas,1.9,8.26,1.75,6,1.64,0,1.64,24,34.46,1.25,0.05,1.55,125,160,1.21,0.01
1987,Vegetables for freezing,Pounds,Green peas,1.72,8.26,1.58,6,1.48,0,1.48,24,34.46,1.13,0.05,1.4,125,160,1.09,0.01
1988,Vegetables for freezing,Pounds,Green peas,1.91,8.26,1.75,6,1.64,0,1.64,24,34.46,1.25,0.05,1.55,125,160,1.21,0.01
1989,Vegetables for freezing,Pounds,Green peas,1.98,8.26,1.81,6,1.71,0,1.71,24,34.46,1.3,0.06,1.61,125,160,1.26,0.01
1990,Vegetables for freezing,Pounds,Green peas,2.21,8.26,2.03,6,1.91,0,1.91,24,34.46,1.45,0.06,1.8,125,160,1.41,0.01
1991,Vegetables for freezing,Pounds,Green peas,2.25,8.26,2.06,6,1.94,0,1.94,24,34.46,1.47,0.06,1.83,125,160,1.43,0.01
1992,Vegetables for freezing,Pounds,Green peas,1.99,8.26,1.83,6,1.72,0,1.72,24,34.46,1.3,0.06,1.62,125,160,1.27,0.01
1993,Vegetables for freezing,Pounds,Green peas,1.86,8.26,1.71,6,1.6,0,1.6,24,34.46,1.22,0.05,1.52,125,160,1.18,0.01
1994,Vegetables for freezing,Pounds,Green peas,2.13,8.26,1.96,6,1.84,0,1.84,24,34.46,1.4,0.06,1.74,125,160,1.36,0.01
1995,Vegetables for freezing,Pounds,Green peas,2.08,8.26,1.9,6,1.79,0,1.79,24,34.46,1.36,0.06,1.69,125,160,1.32,0.01
1996,Vegetables for freezing,Pounds,Green peas,1.91,8.26,1.76,6,1.65,0,1.65,24,34.46,1.25,0.05,1.56,125,160,1.22,0.01
1997,Vegetables for freezing,Pounds,Green peas,2.02,8.26,1.86,6,1.74,0,1.74,24,34.46,1.33,0.06,1.65,125,160,1.29,0.01
1998,Vegetables for freezing,Pounds,Green peas,1.89,8.26,1.74,6,1.63,0,1.63,24,34.46,1.24,0.05,1.54,125,160,1.21,0.01
1999,Vegetables for freezing,Pounds,Green peas,2.04,8.26,1.87,6,1.76,0,1.76,24,34.46,1.33,0.06,1.66,125,160,1.3,0.01
2000,Vegetables for freezing,Pounds,Green peas,2.13,8.26,1.96,6,1.84,0,1.84,24,34.46,1.4,0.06,1.74,125,160,1.36,0.01
2001,Vegetables for freezing,Pounds,Green peas,1.98,8.26,1.81,6,1.7,0,1.7,24,34.46,1.3,0.06,1.61,125,160,1.26,0.01
2002,Vegetables for freezing,Pounds,Green peas,1.7,8.26,1.56,6,1.47,0,1.47,24,34.46,1.12,0.05,1.39,125,160,1.08,0.01
2003,Vegetables for freezing,Pounds,Green peas,1.82,8.26,1.67,6,1.57,0,1.57,24,34.46,1.19,0.05,1.48,125,160,1.16,0.01
2004,Vegetables for freezing,Pounds,Green peas,1.59,8.26,1.46,6,1.37,0,1.37,24,34.46,1.04,0.05,1.29,125,160,1.01,0.01
2005,Vegetables for freezing,Pounds,Green peas,1.61,8.26,1.47,6,1.38,0,1.38,24,34.46,1.05,0.05,1.31,125,160,1.02,0.01
2006,Vegetables for freezing,Pounds,Green peas,1.59,8.26,1.46,6,1.37,0,1.37,24,34.46,1.04,0.05,1.29,125,160,1.01,0.01
2007,Vegetables for freezing,Pounds,Green peas,1.84,8.26,1.68,6,1.58,0,1.58,24,34.46,1.2,0.05,1.49,125,160,1.17,0.01
2008,Vegetables for freezing,Pounds,Green peas,1.8,8.26,1.65,6,1.55,0,1.55,24,34.46,1.18,0.05,1.46,125,160,1.14,0.01
2009,Vegetables for freezing,Pounds,Green peas,1.69,8.26,1.55,6,1.45,0,1.45,24,34.46,1.11,0.05,1.37,125,160,1.07,0.01
2010,Vegetables for freezing,Pounds,Green peas,1.51,8.26,1.38,6,1.3,0,1.3,24,34.46,0.99,0.04,1.23,125,160,0.96,0.01
2011,Vegetables for freezing,Pounds,Green peas,1.58,8.26,1.45,6,1.36,0,1.36,24,34.46,1.03,0.05,1.28,125,160,1,0.01
2012,Vegetables for freezing,Pounds,Green peas,1.89,8.26,1.73,6,1.63,0,1.63,24,34.46,1.24,0.05,1.54,125,160,1.2,0.01
2013,Vegetables for freezing,Pounds,Green peas,1.51,8.26,1.39,6,1.3,0,1.3,24,34.46,0.99,0.04,1.23,125,160,0.96,0.01
2014,Vegetables for freezing,Pounds,Green peas,1.57,8.26,1.44,6,1.35,0,1.35,24,34.46,1.03,0.05,1.28,125,160,1,0.01
2015,Vegetables for freezing,Pounds,Green peas,1.48,8.26,1.35,6,1.27,0,1.27,24,34.46,0.97,0.04,1.2,125,160,0.94,0.01
2016,Vegetables for freezing,Pounds,Green peas,1.03,8.26,0.94,6,0.89,0,0.89,24,34.46,0.67,0.03,0.84,125,160,0.65,0.01
2017,Vegetables for freezing,Pounds,Green peas,1.18,8.26,1.08,6,1.02,0,1.02,24,34.46,0.77,0.03,0.96,125,160,0.75,0.01
1970,Vegetables for freezing,Pounds,Lima beans,0.71,4.76,0.68,6,0.64,0,0.64,27,34.65,0.46,0.02,0.58,189,180,0.61,0
1971,Vegetables for freezing,Pounds,Lima beans,0.63,4.76,0.6,6,0.56,0,0.56,27,34.65,0.41,0.02,0.51,189,180,0.54,0
1972,Vegetables for freezing,Pounds,Lima beans,0.65,4.76,0.62,6,0.59,0,0.59,27,34.65,0.43,0.02,0.53,189,180,0.56,0
1973,Vegetables for freezing,Pounds,Lima beans,0.67,4.76,0.64,6,0.6,0,0.6,27,34.65,0.44,0.02,0.55,189,180,0.57,0
1974,Vegetables for freezing,Pounds,Lima beans,0.63,4.76,0.6,6,0.56,0,0.56,27,34.65,0.41,0.02,0.51,189,180,0.54,0
1975,Vegetables for freezing,Pounds,Lima beans,0.54,4.76,0.51,6,0.48,0,0.48,27,34.65,0.35,0.02,0.44,189,180,0.46,0
1976,Vegetables for freezing,Pounds,Lima beans,0.5,4.76,0.48,6,0.45,0,0.45,27,34.65,0.33,0.01,0.41,189,180,0.43,0
1977,Vegetables for freezing,Pounds,Lima beans,0.42,4.76,0.4,6,0.37,0,0.37,27,34.65,0.27,0.01,0.34,189,180,0.35,0
1978,Vegetables for freezing,Pounds,Lima beans,0.48,4.76,0.45,6,0.43,0,0.43,27,34.65,0.31,0.01,0.39,189,180,0.41,0
1979,Vegetables for freezing,Pounds,Lima beans,0.52,4.76,0.5,6,0.47,0,0.47,27,34.65,0.34,0.01,0.42,189,180,0.45,0
1980,Vegetables for freezing,Pounds,Lima beans,0.49,4.76,0.47,6,0.44,0,0.44,27,34.65,0.32,0.01,0.4,189,180,0.42,0
1981,Vegetables for freezing,Pounds,Lima beans,0.52,4.76,0.5,6,0.47,0,0.47,27,34.65,0.34,0.01,0.42,189,180,0.45,0
1982,Vegetables for freezing,Pounds,Lima beans,0.35,4.76,0.33,6,0.31,0,0.31,27,34.65,0.23,0.01,0.28,189,180,0.29,0
1983,Vegetables for freezing,Pounds,Lima beans,0.31,4.76,0.3,6,0.28,0,0.28,27,34.65,0.2,0.01,0.25,189,180,0.26,0
1984,Vegetables for freezing,Pounds,Lima beans,0.47,4.76,0.45,6,0.42,0,0.42,27,34.65,0.31,0.01,0.38,189,180,0.4,0
1985,Vegetables for freezing,Pounds,Lima beans,0.36,4.76,0.35,6,0.33,0,0.33,27,34.65,0.24,0.01,0.29,189,180,0.31,0
1986,Vegetables for freezing,Pounds,Lima beans,0.46,4.76,0.44,6,0.41,0,0.41,27,34.65,0.3,0.01,0.37,189,180,0.39,0
1987,Vegetables for freezing,Pounds,Lima beans,0.39,4.76,0.37,6,0.35,0,0.35,27,34.65,0.25,0.01,0.31,189,180,0.33,0
1988,Vegetables for freezing,Pounds,Lima beans,0.31,4.76,0.3,6,0.28,0,0.28,27,34.65,0.2,0.01,0.25,189,180,0.27,0
1989,Vegetables for freezing,Pounds,Lima beans,0.25,4.76,0.24,6,0.23,0,0.23,27,34.65,0.17,0.01,0.21,189,180,0.22,0
1990,Vegetables for freezing,Pounds,Lima beans,0.22,4.76,0.21,6,0.2,0,0.2,27,34.65,0.14,0.01,0.18,189,180,0.19,0
1991,Vegetables for freezing,Pounds,Lima beans,0.32,4.76,0.3,6,0.28,0,0.28,27,34.65,0.21,0.01,0.26,189,180,0.27,0
1992,Vegetables for freezing,Pounds,Lima beans,0.39,4.76,0.37,6,0.35,0,0.35,27,34.65,0.25,0.01,0.32,189,180,0.33,0
1993,Vegetables for freezing,Pounds,Lima beans,0.36,4.76,0.35,6,0.33,0,0.33,27,34.65,0.24,0.01,0.3,189,180,0.31,0
1994,Vegetables for freezing,Pounds,Lima beans,0.36,4.76,0.34,6,0.32,0,0.32,27,34.65,0.24,0.01,0.29,189,180,0.31,0
1995,Vegetables for freezing,Pounds,Lima beans,0.46,4.76,0.44,6,0.42,0,0.42,27,34.65,0.3,0.01,0.38,189,180,0.4,0
1996,Vegetables for freezing,Pounds,Lima beans,0.49,4.76,0.46,6,0.44,0,0.44,27,34.65,0.32,0.01,0.4,189,180,0.42,0
1997,Vegetables for freezing,Pounds,Lima beans,0.44,4.76,0.41,6,0.39,0,0.39,27,34.65,0.28,0.01,0.35,189,180,0.37,0
1998,Vegetables for freezing,Pounds,Lima beans,0.42,4.76,0.4,6,0.38,0,0.38,27,34.65,0.28,0.01,0.34,189,180,0.36,0
1999,Vegetables for freezing,Pounds,Lima beans,0.44,4.76,0.42,6,0.39,0,0.39,27,34.65,0.29,0.01,0.36,189,180,0.37,0
2000,Vegetables for freezing,Pounds,Lima beans,0.46,4.76,0.43,6,0.41,0,0.41,27,34.65,0.3,0.01,0.37,189,180,0.39,0
2001,Vegetables for freezing,Pounds,Lima beans,0.35,4.76,0.33,6,0.31,0,0.31,27,34.65,0.23,0.01,0.28,189,180,0.3,0
2002,Vegetables for freezing,Pounds,Lima beans,0.42,4.76,0.4,6,0.38,0,0.38,27,34.65,0.28,0.01,0.34,189,180,0.36,0
2003,Vegetables for freezing,Pounds,Lima beans,0.4,4.76,0.38,6,0.36,0,0.36,27,34.65,0.26,0.01,0.32,189,180,0.34,0
2004,Vegetables for freezing,Pounds,Lima beans,0.26,4.76,0.25,6,0.23,0,0.23,27,34.65,0.17,0.01,0.21,189,180,0.22,0
2005,Vegetables for freezing,Pounds,Lima beans,0.29,4.76,0.28,6,0.26,0,0.26,27,34.65,0.19,0.01,0.23,189,180,0.25,0
2006,Vegetables for freezing,Pounds,Lima beans,0.36,4.76,0.34,6,0.32,0,0.32,27,34.65,0.23,0.01,0.29,189,180,0.31,0
2007,Vegetables for freezing,Pounds,Lima beans,0.34,4.76,0.33,6,0.31,0,0.31,27,34.65,0.22,0.01,0.28,189,180,0.29,0
2008,Vegetables for freezing,Pounds,Lima beans,0.32,4.76,0.31,6,0.29,0,0.29,27,34.65,0.21,0.01,0.26,189,180,0.28,0
2009,Vegetables for freezing,Pounds,Lima beans,0.25,4.76,0.24,6,0.22,0,0.22,27,34.65,0.16,0.01,0.2,189,180,0.21,0
2010,Vegetables for freezing,Pounds,Lima beans,0.39,4.76,0.37,6,0.35,0,0.35,27,34.65,0.26,0.01,0.32,189,180,0.33,0
2011,Vegetables for freezing,Pounds,Lima beans,0.29,4.76,0.28,6,0.26,0,0.26,27,34.65,0.19,0.01,0.24,189,180,0.25,0
2012,Vegetables for freezing,Pounds,Lima beans,0.38,4.76,0.36,6,0.34,0,0.34,27,34.65,0.25,0.01,0.31,189,180,0.32,0
2013,Vegetables for freezing,Pounds,Lima beans,0.3,4.76,0.28,6,0.27,0,0.27,27,34.65,0.2,0.01,0.24,189,180,0.25,0
2014,Vegetables for freezing,Pounds,Lima beans,0.3,4.76,0.28,6,0.26,0,0.26,27,34.65,0.19,0.01,0.24,189,180,0.25,0
2015,Vegetables for freezing,Pounds,Lima beans,0.32,4.76,0.3,6,0.28,0,0.28,27,34.65,0.21,0.01,0.26,189,180,0.27,0
2016,Vegetables for freezing,Pounds,Lima beans,0.23,4.76,0.22,6,0.21,0,0.21,27,34.65,0.15,0.01,0.19,189,180,0.2,0
2017,Vegetables for freezing,Pounds,Lima beans,0.23,4.76,0.22,6,0.2,0,0.2,27,34.65,0.15,0.01,0.18,189,180,0.19,0
1970,Vegetables for freezing,Pounds,Potatoes,28.53,55,12.84,6,12.07,0,12.07,16,64.47,10.14,0.44,12.6,142,182,9.83,0.07
1971,Vegetables for freezing,Pounds,Potatoes,30.12,54,13.86,6,13.02,0,13.02,16,63.68,10.94,0.48,13.6,142,182,10.61,0.07
1972,Vegetables for freezing,Pounds,Potatoes,30.33,53,14.25,6,13.4,0,13.4,16,62.89,11.25,0.49,13.99,142,182,10.91,0.08
1973,Vegetables for freezing,Pounds,Potatoes,34.2,52,16.42,6,15.43,0,15.43,16,62.1,12.96,0.57,16.11,142,182,12.57,0.09
1974,Vegetables for freezing,Pounds,Potatoes,35.32,51,17.31,6,16.27,0,16.27,16,61.31,13.67,0.6,16.98,142,182,13.25,0.09
1975,Vegetables for freezing,Pounds,Potatoes,37.13,50,18.57,6,17.45,0,17.45,16,60.52,14.66,0.64,18.22,142,182,14.21,0.1
1976,Vegetables for freezing,Pounds,Potatoes,41.81,50,20.91,6,19.65,0,19.65,16,60.52,16.51,0.72,20.51,142,182,16,0.11
1977,Vegetables for freezing,Pounds,Potatoes,42.21,50,21.1,6,19.84,0,19.84,16,60.52,16.66,0.73,20.71,142,182,16.16,0.11
1978,Vegetables for freezing,Pounds,Potatoes,42.57,50,21.28,6,20.01,0,20.01,16,60.52,16.8,0.74,20.88,142,182,16.29,0.11
1979,Vegetables for freezing,Pounds,Potatoes,38.5,50,19.25,6,18.1,0,18.1,16,60.52,15.2,0.67,18.89,142,182,14.74,0.1
1980,Vegetables for freezing,Pounds,Potatoes,35.4,50,17.7,6,16.64,0,16.64,16,60.52,13.98,0.61,17.37,142,182,13.55,0.1
1981,Vegetables for freezing,Pounds,Potatoes,41.49,50,20.74,6,19.5,0,19.5,16,60.52,16.38,0.72,20.35,142,182,15.88,0.11
1982,Vegetables for freezing,Pounds,Potatoes,38.63,50,19.31,6,18.15,0,18.15,16,60.52,15.25,0.67,18.95,142,182,14.79,0.1
1983,Vegetables for freezing,Pounds,Potatoes,39.19,50,19.59,6,18.42,0,18.42,16,60.52,15.47,0.68,19.23,142,182,15,0.11
1984,Vegetables for freezing,Pounds,Potatoes,43.69,50,21.84,6,20.53,0,20.53,16,60.52,17.25,0.76,21.44,142,182,16.72,0.12
1985,Vegetables for freezing,Pounds,Potatoes,45.41,50,22.71,6,21.34,0,21.34,16,60.52,17.93,0.79,22.28,142,182,17.38,0.12
1986,Vegetables for freezing,Pounds,Potatoes,46.28,50,23.14,6,21.75,0,21.75,16,60.52,18.27,0.8,22.71,142,182,17.72,0.12
1987,Vegetables for freezing,Pounds,Potatoes,47.86,50,23.93,6,22.49,0,22.49,16,60.52,18.89,0.83,23.48,142,182,18.32,0.13
1988,Vegetables for freezing,Pounds,Potatoes,43.31,50,21.65,6,20.35,0,20.35,16,60.52,17.1,0.75,21.25,142,182,16.58,0.12
1989,Vegetables for freezing,Pounds,Potatoes,46.83,50,23.41,6,22.01,0,22.01,16,60.52,18.49,0.81,22.97,142,182,17.92,0.13
1990,Vegetables for freezing,Pounds,Potatoes,46.42,50,23.21,6,21.82,0,21.82,16,60.52,18.33,0.8,22.77,142,182,17.77,0.13
1991,Vegetables for freezing,Pounds,Potatoes,51.07,50,25.53,6,24,0,24,16,60.52,20.16,0.88,25.06,142,182,19.55,0.14
1992,Vegetables for freezing,Pounds,Potatoes,49.88,50,24.94,6,23.44,0,23.44,16,60.52,19.69,0.86,24.47,142,182,19.09,0.13
1993,Vegetables for freezing,Pounds,Potatoes,53.48,50,26.74,6,25.14,0,25.14,16,60.52,21.11,0.93,26.24,142,182,20.47,0.14
1994,Vegetables for freezing,Pounds,Potatoes,55.7,50,27.85,6,26.18,0,26.18,16,60.52,21.99,0.96,27.33,142,182,21.32,0.15
1995,Vegetables for freezing,Pounds,Potatoes,56.14,50,28.07,6,26.39,0,26.39,16,60.52,22.17,0.97,27.55,142,182,21.49,0.15
1996,Vegetables for freezing,Pounds,Potatoes,60.3,50,30.15,6,28.34,0,28.34,16,60.52,23.8,1.04,29.58,142,182,23.08,0.16
1997,Vegetables for freezing,Pounds,Potatoes,57.97,50,28.99,6,27.25,0,27.25,16,60.52,22.89,1,28.44,142,182,22.19,0.16
1998,Vegetables for freezing,Pounds,Potatoes,58.37,50,29.18,6,27.43,0,27.43,16,60.52,23.04,1.01,28.64,142,182,22.34,0.16
1999,Vegetables for freezing,Pounds,Potatoes,58.89,50,29.44,6,27.68,0,27.68,16,60.52,23.25,1.02,28.89,142,182,22.54,0.16
2000,Vegetables for freezing,Pounds,Potatoes,57.83,50,28.92,6,27.18,0,27.18,16,60.52,22.83,1,28.37,142,182,22.14,0.16
2001,Vegetables for freezing,Pounds,Potatoes,58.44,50,29.22,6,27.47,0,27.47,16,60.52,23.07,1.01,28.67,142,182,22.37,0.16
2002,Vegetables for freezing,Pounds,Potatoes,55.17,50,27.58,6,25.93,0,25.93,16,60.52,21.78,0.95,27.07,142,182,21.12,0.15
2003,Vegetables for freezing,Pounds,Potatoes,57.06,50,28.53,6,26.82,0,26.82,16,60.52,22.53,0.99,27.99,142,182,21.84,0.15
2004,Vegetables for freezing,Pounds,Potatoes,57.34,50,28.67,6,26.95,0,26.95,16,60.52,22.64,0.99,28.13,142,182,21.95,0.15
2005,Vegetables for freezing,Pounds,Potatoes,54.34,50,27.17,6,25.54,0,25.54,16,60.52,21.45,0.94,26.66,142,182,20.8,0.15
2006,Vegetables for freezing,Pounds,Potatoes,53.25,50,26.62,6,25.03,0,25.03,16,60.52,21.02,0.92,26.12,142,182,20.38,0.14
2007,Vegetables for freezing,Pounds,Potatoes,53.15,50,26.57,6,24.98,0,24.98,16,60.52,20.98,0.92,26.08,142,182,20.35,0.14
