Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
2010,Vegetables for fresh,Pounds,Sweet corn,9.247595835,8,8.507788168,1.889635422,8.347021989,64,3.004927916,32,77.90397613,2.043350983,0.08957155,2.539308655,125,145,2.189059185,0.017512473
2011,Vegetables for fresh,Pounds,Sweet corn,8.164748013,8,7.511568172,2.209158446,7.345625729,64,2.644425262,32,77.97593783,1.798209178,0.078825608,2.234666569,125,145,1.926436697,0.015411494
2012,Vegetables for fresh,Pounds,Sweet corn,8.676354658,8,7.982246286,2.209158446,7.805905818,64,2.810126094,32,77.97593783,1.910885744,0.083764855,2.374691744,125,145,2.047148055,0.016377184
2013,Vegetables for fresh,Pounds,Sweet corn,8.869606179,8,8.160037684,2.209158446,7.979769523,64,2.872717028,32,77.97593783,1.953447579,0.085630579,2.427584094,125,145,2.092744909,0.016741959
2014,Vegetables for fresh,Pounds,Sweet corn,7.640246676,8,7.029026942,2.209158446,6.8737446,64,2.474548056,32,77.97593783,1.682692678,0.073761871,2.091112157,125,145,1.802682894,0.014421463
2015,Vegetables for fresh,Pounds,Sweet corn,8.60933973,8,7.920592552,2.209158446,7.745614112,64,2.78842108,32,77.97593783,1.896126335,0.083117867,2.356349963,125,145,2.031336175,0.016250689
2016,Vegetables for fresh,Pounds,Sweet corn,7.188747079,8,6.613647313,2.209158446,6.467541364,64,2.328314891,32,77.97593783,1.583254126,0.069402921,1.967538097,125,145,1.696153532,0.013569228
2017,Vegetables for fresh,Pounds,Sweet corn,7.52284817,8,6.921020317,2.209158446,6.768124012,64,2.436524644,32,77.97593783,1.656836758,0.072628461,2.058980545,125,145,1.774983228,0.014199866
1970,Vegetables for fresh,Pounds,Cucumbers,2.82,8,2.59,6.13,2.43,27,1.78,32,57.13,1.21,0.05,1.5,14,119,0.18,0.01
1971,Vegetables for fresh,Pounds,Cucumbers,2.79,8,2.56,6.13,2.41,27,1.76,32,57.13,1.19,0.05,1.48,14,119,0.17,0.01
1972,Vegetables for fresh,Pounds,Cucumbers,2.97,8,2.73,6.13,2.56,27,1.87,32,57.13,1.27,0.06,1.58,14,119,0.19,0.01
1973,Vegetables for fresh,Pounds,Cucumbers,2.75,8,2.53,6.13,2.37,27,1.73,32,57.13,1.18,0.05,1.46,14,119,0.17,0.01
1974,Vegetables for fresh,Pounds,Cucumbers,2.96,8,2.72,6.13,2.55,27,1.86,32,57.13,1.27,0.06,1.58,14,119,0.19,0.01
1975,Vegetables for fresh,Pounds,Cucumbers,2.8,8,2.58,6.13,2.42,27,1.77,32,57.13,1.2,0.05,1.49,14,119,0.18,0.01
1976,Vegetables for fresh,Pounds,Cucumbers,3.08,8,2.84,6.13,2.66,27,1.94,32,57.13,1.32,0.06,1.64,14,119,0.19,0.01
1977,Vegetables for fresh,Pounds,Cucumbers,3.5,8,3.22,6.13,3.02,27,2.2,32,57.13,1.5,0.07,1.86,14,119,0.22,0.02
1978,Vegetables for fresh,Pounds,Cucumbers,3.81,8,3.5,6.13,3.29,27,2.4,32,57.13,1.63,0.07,2.03,14,119,0.24,0.02
1979,Vegetables for fresh,Pounds,Cucumbers,3.83,8,3.53,6.13,3.31,27,2.42,32,57.13,1.64,0.07,2.04,14,119,0.24,0.02
1980,Vegetables for fresh,Pounds,Cucumbers,3.86,8,3.55,6.13,3.34,27,2.43,32,57.13,1.66,0.07,2.06,14,119,0.24,0.02
1981,Vegetables for fresh,Pounds,Cucumbers,4,8,3.68,6.13,3.45,27,2.52,32,57.13,1.71,0.08,2.13,14,119,0.25,0.02
1982,Vegetables for fresh,Pounds,Cucumbers,4.19,8,3.85,6.13,3.61,27,2.64,32,57.13,1.79,0.08,2.23,14,119,0.26,0.02
1983,Vegetables for fresh,Pounds,Cucumbers,4.54,8,4.17,6.13,3.92,27,2.86,32,57.13,1.94,0.09,2.42,14,119,0.28,0.02
1984,Vegetables for fresh,Pounds,Cucumbers,4.65,8,4.28,6.13,4.02,27,2.93,32,57.13,1.99,0.09,2.48,14,119,0.29,0.02
1985,Vegetables for fresh,Pounds,Cucumbers,4.39,8,4.04,6.13,3.79,27,2.77,32,57.13,1.88,0.08,2.34,14,119,0.28,0.02
1986,Vegetables for fresh,Pounds,Cucumbers,4.62,8,4.25,6.13,3.99,27,2.92,32,57.13,1.98,0.09,2.46,14,119,0.29,0.02
1987,Vegetables for fresh,Pounds,Cucumbers,5.07,8,4.66,6.13,4.38,27,3.19,32,57.13,2.17,0.1,2.7,14,119,0.32,0.02
1988,Vegetables for fresh,Pounds,Cucumbers,4.82,8,4.44,6.13,4.17,27,3.04,32,57.13,2.07,0.09,2.57,14,119,0.3,0.02
1989,Vegetables for fresh,Pounds,Cucumbers,4.78,8,4.4,6.13,4.13,27,3.02,32,57.13,2.05,0.09,2.55,14,119,0.3,0.02
1990,Vegetables for fresh,Pounds,Cucumbers,4.67,8,4.3,6.13,4.04,27,2.95,32,57.13,2,0.09,2.49,14,119,0.29,0.02
1991,Vegetables for fresh,Pounds,Cucumbers,4.56,8,4.19,6.13,3.94,27,2.87,32,57.13,1.95,0.09,2.43,14,119,0.29,0.02
1992,Vegetables for fresh,Pounds,Cucumbers,4.93,8,4.53,6.13,4.26,27,3.11,32,57.13,2.11,0.09,2.63,14,119,0.31,0.02
1993,Vegetables for fresh,Pounds,Cucumbers,5.21,8,4.79,6.13,4.5,27,3.29,32,57.13,2.23,0.1,2.78,14,119,0.33,0.02
1994,Vegetables for fresh,Pounds,Cucumbers,5.36,8,4.93,6.13,4.63,27,3.38,32,57.13,2.3,0.1,2.86,14,119,0.34,0.02
1995,Vegetables for fresh,Pounds,Cucumbers,5.61,8,5.16,6.13,4.84,27,3.54,32,57.13,2.4,0.11,2.99,14,119,0.35,0.03
1996,Vegetables for fresh,Pounds,Cucumbers,5.93,8,5.46,6.13,5.12,27,3.74,32,57.13,2.54,0.11,3.16,14,119,0.37,0.03
1997,Vegetables for fresh,Pounds,Cucumbers,6.42,8,5.91,6.13,5.55,27,4.05,32,57.13,2.75,0.12,3.42,14,119,0.4,0.03
1998,Vegetables for fresh,Pounds,Cucumbers,6.49,8,5.97,6.13,5.61,27,4.09,32,57.13,2.78,0.12,3.46,14,119,0.41,0.03
1999,Vegetables for fresh,Pounds,Cucumbers,6.73,8,6.19,6.13,5.81,27,4.24,32,57.13,2.88,0.13,3.58,14,119,0.42,0.03
2000,Vegetables for fresh,Pounds,Cucumbers,6.35,8,5.84,6.13,5.49,27,4,32,57.13,2.72,0.12,3.38,14,119,0.4,0.03
2001,Vegetables for fresh,Pounds,Cucumbers,6.27,8,5.77,6.13,5.41,27,3.95,32,57.13,2.69,0.12,3.34,14,119,0.39,0.03
2002,Vegetables for fresh,Pounds,Cucumbers,6.62,8,6.09,6.13,5.72,27,4.18,32,57.13,2.84,0.12,3.53,14,119,0.42,0.03
2003,Vegetables for fresh,Pounds,Cucumbers,6.16,8,5.67,6.13,5.32,27,3.88,32,57.13,2.64,0.12,3.28,14,119,0.39,0.03
2004,Vegetables for fresh,Pounds,Cucumbers,6.43,8,5.92,6.13,5.55,27,4.05,32,57.13,2.76,0.12,3.43,14,119,0.4,0.03
2005,Vegetables for fresh,Pounds,Cucumbers,6.19,8,5.7,6.13,5.35,27,3.9,32,57.13,2.66,0.12,3.3,14,119,0.39,0.03
2006,Vegetables for fresh,Pounds,Cucumbers,6.14,8,5.65,6.13,5.3,27,3.87,32,57.13,2.63,0.12,3.27,14,119,0.38,0.03
2007,Vegetables for fresh,Pounds,Cucumbers,6.42,8,5.91,7.35,5.48,27,4,32,57.69,2.72,0.12,3.38,14,119,0.4,0.03
2008,Vegetables for fresh,Pounds,Cucumbers,6.39,8,5.88,8.56,5.37,27,3.92,32,58.24,2.67,0.12,3.31,14,119,0.39,0.03
2009,Vegetables for fresh,Pounds,Cucumbers,6.8,8,6.26,9.78,5.65,27,4.12,32,58.8,2.8,0.12,3.48,14,119,0.41,0.03
2010,Vegetables for fresh,Pounds,Cucumbers,6.73,8,6.19,11,5.51,27,4.02,32,59.35,2.74,0.12,3.4,14,119,0.4,0.03
2011,Vegetables for fresh,Pounds,Cucumbers,6.38,8,5.87,12.21,5.15,27,3.76,32,59.91,2.56,0.11,3.18,14,119,0.37,0.03
2012,Vegetables for fresh,Pounds,Cucumbers,7.12,8,6.55,12.21,5.75,27,4.2,32,59.91,2.85,0.13,3.55,14,119,0.42,0.03
2013,Vegetables for fresh,Pounds,Cucumbers,7.32,8,6.73,12.21,5.91,27,4.32,32,59.91,2.93,0.13,3.65,14,119,0.43,0.03
2014,Vegetables for fresh,Pounds,Cucumbers,7.43,8,6.83,12.21,6,27,4.38,32,59.91,2.98,0.13,3.7,14,119,0.44,0.03
2015,Vegetables for fresh,Pounds,Cucumbers,7.56,8,6.95,12.21,6.1,27,4.46,32,59.91,3.03,0.13,3.77,14,119,0.44,0.03
2016,Vegetables for fresh,Pounds,Cucumbers,8.21,8,7.56,12.21,6.63,27,4.84,32,59.91,3.29,0.14,4.09,14,119,0.48,0.03
2017,Vegetables for fresh,Pounds,Cucumbers,7.51,8,6.91,12.21,6.07,27,4.43,32,59.91,3.01,0.13,3.74,14,119,0.44,0.03
1970,Vegetables for fresh,Pounds,Eggplant,0.33,10,0.3,21.33,0.24,19,0.19,26,57.56,0.14,0.01,0.18,20,82,0.04,0
1971,Vegetables for fresh,Pounds,Eggplant,0.32,10,0.29,21.33,0.23,19,0.19,26,57.56,0.14,0.01,0.17,20,82,0.04,0
1972,Vegetables for fresh,Pounds,Eggplant,0.39,10,0.35,21.33,0.27,19,0.22,26,57.56,0.16,0.01,0.2,20,82,0.05,0
1973,Vegetables for fresh,Pounds,Eggplant,0.43,10,0.39,21.33,0.31,19,0.25,26,57.56,0.18,0.01,0.23,20,82,0.06,0
1974,Vegetables for fresh,Pounds,Eggplant,0.41,10,0.37,21.33,0.29,19,0.23,26,57.56,0.17,0.01,0.21,20,82,0.05,0
1975,Vegetables for fresh,Pounds,Eggplant,0.45,10,0.4,21.33,0.32,19,0.26,26,57.56,0.19,0.01,0.23,20,82,0.06,0
1976,Vegetables for fresh,Pounds,Eggplant,0.46,10,0.41,21.33,0.33,19,0.26,26,57.56,0.19,0.01,0.24,20,82,0.06,0
1977,Vegetables for fresh,Pounds,Eggplant,0.44,10,0.39,21.33,0.31,19,0.25,26,57.56,0.19,0.01,0.23,20,82,0.06,0
1978,Vegetables for fresh,Pounds,Eggplant,0.49,10,0.44,21.33,0.35,19,0.28,26,57.56,0.21,0.01,0.26,20,82,0.06,0
1979,Vegetables for fresh,Pounds,Eggplant,0.48,10,0.43,21.33,0.34,19,0.27,26,57.56,0.2,0.01,0.25,20,82,0.06,0
1980,Vegetables for fresh,Pounds,Eggplant,0.48,10,0.43,21.33,0.34,19,0.27,26,57.56,0.2,0.01,0.25,20,82,0.06,0
1981,Vegetables for fresh,Pounds,Eggplant,0.46,10,0.41,21.33,0.32,19,0.26,26,57.56,0.19,0.01,0.24,20,82,0.06,0
1982,Vegetables for fresh,Pounds,Eggplant,0.51,10,0.46,21.33,0.36,19,0.29,26,57.56,0.22,0.01,0.27,20,82,0.07,0
1983,Vegetables for fresh,Pounds,Eggplant,0.51,10,0.46,21.33,0.36,19,0.29,26,57.56,0.22,0.01,0.27,20,82,0.07,0
1984,Vegetables for fresh,Pounds,Eggplant,0.47,10,0.42,21.33,0.33,19,0.27,26,57.56,0.2,0.01,0.25,20,82,0.06,0
1985,Vegetables for fresh,Pounds,Eggplant,0.46,10,0.41,21.33,0.32,19,0.26,26,57.56,0.19,0.01,0.24,20,82,0.06,0
1986,Vegetables for fresh,Pounds,Eggplant,0.47,10,0.42,21.33,0.33,19,0.27,26,57.56,0.2,0.01,0.25,20,82,0.06,0
1987,Vegetables for fresh,Pounds,Eggplant,0.47,10,0.43,21.33,0.33,19,0.27,26,57.56,0.2,0.01,0.25,20,82,0.06,0
1988,Vegetables for fresh,Pounds,Eggplant,0.39,10,0.35,21.33,0.28,19,0.22,26,57.56,0.17,0.01,0.21,20,82,0.05,0
1989,Vegetables for fresh,Pounds,Eggplant,0.4,10,0.36,21.33,0.28,19,0.23,26,57.56,0.17,0.01,0.21,20,82,0.05,0
1990,Vegetables for fresh,Pounds,Eggplant,0.4,10,0.36,21.33,0.28,19,0.23,26,57.56,0.17,0.01,0.21,20,82,0.05,0
1991,Vegetables for fresh,Pounds,Eggplant,0.41,10,0.37,21.33,0.29,19,0.24,26,57.56,0.17,0.01,0.22,20,82,0.05,0
1992,Vegetables for fresh,Pounds,Eggplant,0.47,10,0.42,21.33,0.33,19,0.27,26,57.56,0.2,0.01,0.25,20,82,0.06,0
1993,Vegetables for fresh,Pounds,Eggplant,0.47,10,0.42,21.33,0.33,19,0.27,26,57.56,0.2,0.01,0.25,20,82,0.06,0
1994,Vegetables for fresh,Pounds,Eggplant,0.52,10,0.46,21.33,0.37,19,0.3,26,57.56,0.22,0.01,0.27,20,82,0.07,0
1995,Vegetables for fresh,Pounds,Eggplant,0.47,10,0.43,21.33,0.33,19,0.27,26,57.56,0.2,0.01,0.25,20,82,0.06,0
1996,Vegetables for fresh,Pounds,Eggplant,0.6,10,0.54,21.33,0.42,19,0.34,26,57.56,0.25,0.01,0.32,20,82,0.08,0
1997,Vegetables for fresh,Pounds,Eggplant,0.65,10,0.59,21.33,0.46,19,0.37,26,57.56,0.28,0.01,0.34,20,82,0.08,0
1998,Vegetables for fresh,Pounds,Eggplant,0.7,10,0.63,21.33,0.5,19,0.4,26,57.56,0.3,0.01,0.37,20,82,0.09,0
1999,Vegetables for fresh,Pounds,Eggplant,0.67,10,0.6,21.33,0.47,19,0.38,26,57.56,0.28,0.01,0.35,20,82,0.09,0
2000,Vegetables for fresh,Pounds,Eggplant,0.81,10,0.73,21.33,0.57,19,0.46,26,57.56,0.34,0.02,0.43,20,82,0.1,0.01
2001,Vegetables for fresh,Pounds,Eggplant,0.83,10,0.75,21.33,0.59,19,0.48,26,57.56,0.35,0.02,0.44,20,82,0.11,0.01
2002,Vegetables for fresh,Pounds,Eggplant,0.72,10,0.65,21.33,0.51,19,0.41,26,57.56,0.31,0.01,0.38,20,82,0.09,0
2003,Vegetables for fresh,Pounds,Eggplant,0.73,10,0.65,21.33,0.51,19,0.42,26,57.56,0.31,0.01,0.38,20,82,0.09,0
2004,Vegetables for fresh,Pounds,Eggplant,0.72,10,0.65,21.33,0.51,19,0.42,26,57.56,0.31,0.01,0.38,20,82,0.09,0
2005,Vegetables for fresh,Pounds,Eggplant,0.85,10,0.76,21.33,0.6,19,0.49,26,57.56,0.36,0.02,0.45,20,82,0.11,0.01
2006,Vegetables for fresh,Pounds,Eggplant,0.85,10,0.77,21.33,0.6,19,0.49,26,57.56,0.36,0.02,0.45,20,82,0.11,0.01
2007,Vegetables for fresh,Pounds,Eggplant,0.86,10,0.77,21.19,0.61,19,0.49,26,57.48,0.36,0.02,0.45,20,82,0.11,0.01
2008,Vegetables for fresh,Pounds,Eggplant,0.78,10,0.7,21.05,0.55,19,0.45,26,57.41,0.33,0.01,0.41,20,82,0.1,0.01
2009,Vegetables for fresh,Pounds,Eggplant,0.81,10,0.72,20.91,0.57,19,0.46,26,57.33,0.34,0.02,0.43,20,82,0.1,0.01
2010,Vegetables for fresh,Pounds,Eggplant,0.74,10,0.67,20.77,0.53,19,0.43,26,57.26,0.32,0.01,0.39,20,82,0.1,0
2011,Vegetables for fresh,Pounds,Eggplant,0.71,10,0.64,20.63,0.51,19,0.41,26,57.18,0.3,0.01,0.38,20,82,0.09,0
2012,Vegetables for fresh,Pounds,Eggplant,0.81,10,0.73,20.63,0.58,19,0.47,26,57.18,0.34,0.02,0.43,20,82,0.1,0.01
2013,Vegetables for fresh,Pounds,Eggplant,0.85,10,0.76,20.63,0.61,19,0.49,26,57.18,0.36,0.02,0.45,20,82,0.11,0.01
2014,Vegetables for fresh,Pounds,Eggplant,0.85,10,0.76,20.63,0.6,19,0.49,26,57.18,0.36,0.02,0.45,20,82,0.11,0.01
2015,Vegetables for fresh,Pounds,Eggplant,0.85,10,0.76,20.63,0.6,19,0.49,26,57.18,0.36,0.02,0.45,20,82,0.11,0.01
2016,Vegetables for fresh,Pounds,Eggplant,0.86,10,0.78,20.63,0.62,19,0.5,26,57.18,0.37,0.02,0.46,20,82,0.11,0.01
2017,Vegetables for fresh,Pounds,Eggplant,0.86,10,0.77,20.63,0.61,19,0.5,26,57.18,0.37,0.02,0.46,20,82,0.11,0.01
1970,Vegetables for fresh,Pounds,Escarole and endive,0.56,10,0.5,47.68,0.26,14,0.23,24,69.23,0.17,0.01,0.21,8,25,0.07,0.01
1971,Vegetables for fresh,Pounds,Escarole and endive,0.57,10,0.51,47.68,0.27,14,0.23,24,69.23,0.17,0.01,0.22,8,25,0.07,0.01
1972,Vegetables for fresh,Pounds,Escarole and endive,0.57,10,0.51,47.68,0.27,14,0.23,24,69.23,0.18,0.01,0.22,8,25,0.07,0.01
1973,Vegetables for fresh,Pounds,Escarole and endive,0.58,10,0.52,47.68,0.27,14,0.23,24,69.23,0.18,0.01,0.22,8,25,0.07,0.01
1974,Vegetables for fresh,Pounds,Escarole and endive,0.53,10,0.48,47.68,0.25,14,0.22,24,69.23,0.16,0.01,0.2,8,25,0.07,0.01
1975,Vegetables for fresh,Pounds,Escarole and endive,0.51,10,0.46,47.68,0.24,14,0.21,24,69.23,0.16,0.01,0.2,8,25,0.06,0.01
1976,Vegetables for fresh,Pounds,Escarole and endive,0.52,10,0.47,47.68,0.24,14,0.21,24,69.23,0.16,0.01,0.2,8,25,0.06,0.01
1977,Vegetables for fresh,Pounds,Escarole and endive,0.47,10,0.42,47.68,0.22,14,0.19,24,69.23,0.15,0.01,0.18,8,25,0.06,0.01
1978,Vegetables for fresh,Pounds,Escarole and endive,0.48,10,0.43,47.68,0.23,14,0.19,24,69.23,0.15,0.01,0.18,8,25,0.06,0.01
1979,Vegetables for fresh,Pounds,Escarole and endive,0.49,10,0.44,47.68,0.23,14,0.2,24,69.23,0.15,0.01,0.19,8,25,0.06,0.01
1980,Vegetables for fresh,Pounds,Escarole and endive,0.45,10,0.41,47.68,0.21,14,0.18,24,69.23,0.14,0.01,0.17,8,25,0.06,0.01
1981,Vegetables for fresh,Pounds,Escarole and endive,0.44,10,0.4,47.68,0.21,14,0.18,24,69.23,0.14,0.01,0.17,8,25,0.05,0.01
1982,Vegetables for fresh,Pounds,Escarole and endive,0.38,10,0.34,47.68,0.18,14,0.15,24,69.23,0.12,0.01,0.14,8,25,0.05,0.01
1983,Vegetables for fresh,Pounds,Escarole and endive,0.39,10,0.36,47.68,0.19,14,0.16,24,69.23,0.12,0.01,0.15,8,25,0.05,0.01
1984,Vegetables for fresh,Pounds,Escarole and endive,0.39,10,0.35,47.68,0.18,14,0.16,24,69.23,0.12,0.01,0.15,8,25,0.05,0.01
1985,Vegetables for fresh,Pounds,Escarole and endive,0.39,10,0.35,47.68,0.18,14,0.16,24,69.23,0.12,0.01,0.15,8,25,0.05,0.01
1986,Vegetables for fresh,Pounds,Escarole and endive,0.37,10,0.33,47.68,0.17,14,0.15,24,69.23,0.11,0,0.14,8,25,0.04,0.01
1987,Vegetables for fresh,Pounds,Escarole and endive,0.34,10,0.31,47.68,0.16,14,0.14,24,69.23,0.11,0,0.13,8,25,0.04,0.01
1988,Vegetables for fresh,Pounds,Escarole and endive,0.36,10,0.32,47.68,0.17,14,0.14,24,69.23,0.11,0,0.14,8,25,0.04,0.01
1989,Vegetables for fresh,Pounds,Escarole and endive,0.33,10,0.3,47.68,0.16,14,0.13,24,69.23,0.1,0,0.13,8,25,0.04,0.01
1990,Vegetables for fresh,Pounds,Escarole and endive,0.26,10,0.24,47.68,0.12,14,0.11,24,69.23,0.08,0,0.1,8,25,0.03,0
1991,Vegetables for fresh,Pounds,Escarole and endive,0.25,10,0.22,47.68,0.12,14,0.1,24,69.23,0.08,0,0.09,8,25,0.03,0
1992,Vegetables for fresh,Pounds,Escarole and endive,0.32,10,0.29,47.68,0.15,14,0.13,24,69.23,0.1,0,0.12,8,25,0.04,0
1993,Vegetables for fresh,Pounds,Escarole and endive,0.3,10,0.27,47.68,0.14,14,0.12,24,69.23,0.09,0,0.11,8,25,0.04,0
1994,Vegetables for fresh,Pounds,Escarole and endive,0.33,10,0.3,47.68,0.15,14,0.13,24,69.23,0.1,0,0.13,8,25,0.04,0.01
1995,Vegetables for fresh,Pounds,Escarole and endive,0.3,10,0.27,47.68,0.14,14,0.12,24,69.23,0.09,0,0.12,8,25,0.04,0
1996,Vegetables for fresh,Pounds,Escarole and endive,0.32,10,0.29,47.68,0.15,14,0.13,24,69.23,0.1,0,0.12,8,25,0.04,0
1997,Vegetables for fresh,Pounds,Escarole and endive,0.3,10,0.27,47.68,0.14,14,0.12,24,69.23,0.09,0,0.11,8,25,0.04,0
1998,Vegetables for fresh,Pounds,Escarole and endive,0.3,10,0.27,47.68,0.14,14,0.12,24,69.23,0.09,0,0.12,8,25,0.04,0
1999,Vegetables for fresh,Pounds,Escarole and endive,0.23,10,0.2,47.68,0.11,14,0.09,24,69.23,0.07,0,0.09,8,25,0.03,0
2000,Vegetables for fresh,Pounds,Escarole and endive,0.34,10,0.31,47.68,0.16,14,0.14,24,69.23,0.11,0,0.13,8,25,0.04,0.01
2001,Vegetables for fresh,Pounds,Escarole and endive,0.35,10,0.32,47.68,0.16,14,0.14,24,69.23,0.11,0,0.13,8,25,0.04,0.01
2002,Vegetables for fresh,Pounds,Escarole and endive,0.31,10,0.28,47.68,0.15,14,0.13,24,69.23,0.1,0,0.12,8,25,0.04,0
2003,Vegetables for fresh,Pounds,Escarole and endive,0.32,10,0.29,47.68,0.15,14,0.13,24,69.23,0.1,0,0.12,8,25,0.04,0
2004,Vegetables for fresh,Pounds,Escarole and endive,0.31,10,0.28,47.68,0.15,14,0.13,24,69.23,0.1,0,0.12,8,25,0.04,0
2005,Vegetables for fresh,Pounds,Escarole and endive,0.25,10,0.23,47.68,0.12,14,0.1,24,69.23,0.08,0,0.1,8,25,0.03,0
2006,Vegetables for fresh,Pounds,Escarole and endive,0.31,10,0.28,47.68,0.15,14,0.13,24,69.23,0.1,0,0.12,8,25,0.04,0
2007,Vegetables for fresh,Pounds,Escarole and endive,0.27,10,0.24,47.62,0.13,14,0.11,24,69.19,0.08,0,0.1,8,25,0.03,0
2008,Vegetables for fresh,Pounds,Escarole and endive,0.21,10,0.19,47.56,0.1,14,0.09,24,69.15,0.07,0,0.08,8,25,0.03,0
2009,Vegetables for fresh,Pounds,Escarole and endive,0.18,10,0.16,47.5,0.08,14,0.07,24,69.12,0.06,0,0.07,8,25,0.02,0
2010,Vegetables for fresh,Pounds,Escarole and endive,0.18,10,0.16,47.44,0.08,14,0.07,24,69.08,0.05,0,0.07,8,25,0.02,0
2011,Vegetables for fresh,Pounds,Escarole and endive,0.28,10,0.25,47.38,0.13,14,0.11,24,69.05,0.09,0,0.11,8,25,0.03,0
2012,Vegetables for fresh,Pounds,Escarole and endive,0.26,10,0.23,47.38,0.12,14,0.1,24,69.05,0.08,0,0.1,8,25,0.03,0
2013,Vegetables for fresh,Pounds,Escarole and endive,0.19,10,0.17,47.38,0.09,14,0.08,24,69.05,0.06,0,0.07,8,25,0.02,0
2014,Vegetables for fresh,Pounds,Escarole and endive,0.17,10,0.16,47.38,0.08,14,0.07,24,69.05,0.05,0,0.07,8,25,0.02,0
2015,Vegetables for fresh,Pounds,Escarole and endive,0.09,10,0.08,47.38,0.04,14,0.03,24,69.05,0.03,0,0.03,8,25,0.01,0
2016,Vegetables for fresh,Pounds,Escarole and endive,0.04,10,0.03,47.38,0.02,14,0.02,24,69.05,0.01,0,0.01,8,25,0,0
2017,Vegetables for fresh,Pounds,Escarole and endive,0.04,10,0.04,47.38,0.02,14,0.02,24,69.05,0.01,0,0.02,8,25,0.01,0
1970,Vegetables for fresh,Pounds,Garlic,0.44,19,0.36,7.42,0.33,13,0.29,43,62.81,0.16,0.01,0.2,203,136,0.31,0
1971,Vegetables for fresh,Pounds,Garlic,0.3,19,0.24,7.42,0.22,13,0.2,43,62.81,0.11,0,0.14,203,136,0.21,0
1972,Vegetables for fresh,Pounds,Garlic,0.39,19,0.31,7.42,0.29,13,0.25,43,62.81,0.14,0.01,0.18,203,136,0.27,0
1973,Vegetables for fresh,Pounds,Garlic,0.52,19,0.42,7.42,0.39,13,0.34,43,62.81,0.19,0.01,0.24,203,136,0.36,0
1974,Vegetables for fresh,Pounds,Garlic,0.65,19,0.53,7.42,0.49,13,0.43,43,62.81,0.24,0.01,0.3,203,136,0.45,0
1975,Vegetables for fresh,Pounds,Garlic,0.72,19,0.59,7.42,0.54,13,0.47,43,62.81,0.27,0.01,0.33,203,136,0.5,0
1976,Vegetables for fresh,Pounds,Garlic,0.48,19,0.39,7.42,0.36,13,0.31,43,62.81,0.18,0.01,0.22,203,136,0.33,0
1977,Vegetables for fresh,Pounds,Garlic,0.6,19,0.48,7.42,0.45,13,0.39,43,62.81,0.22,0.01,0.28,203,136,0.41,0
1978,Vegetables for fresh,Pounds,Garlic,0.62,19,0.51,7.42,0.47,13,0.41,43,62.81,0.23,0.01,0.29,203,136,0.43,0
1979,Vegetables for fresh,Pounds,Garlic,0.92,19,0.75,7.42,0.69,13,0.6,43,62.81,0.34,0.02,0.43,203,136,0.64,0
1980,Vegetables for fresh,Pounds,Garlic,0.86,19,0.7,7.42,0.65,13,0.56,43,62.81,0.32,0.01,0.4,203,136,0.59,0
1981,Vegetables for fresh,Pounds,Garlic,0.66,19,0.53,7.42,0.49,13,0.43,43,62.81,0.25,0.01,0.3,203,136,0.45,0
1982,Vegetables for fresh,Pounds,Garlic,0.76,19,0.61,7.42,0.57,13,0.49,43,62.81,0.28,0.01,0.35,203,136,0.52,0
1983,Vegetables for fresh,Pounds,Garlic,1,19,0.81,7.42,0.75,13,0.65,43,62.81,0.37,0.02,0.46,203,136,0.69,0
1984,Vegetables for fresh,Pounds,Garlic,0.77,19,0.62,7.42,0.58,13,0.5,43,62.81,0.29,0.01,0.36,203,136,0.53,0
1985,Vegetables for fresh,Pounds,Garlic,1.06,19,0.86,7.42,0.8,13,0.69,43,62.81,0.39,0.02,0.49,203,136,0.73,0
1986,Vegetables for fresh,Pounds,Garlic,0.77,19,0.62,7.42,0.57,13,0.5,43,62.81,0.28,0.01,0.35,203,136,0.53,0
1987,Vegetables for fresh,Pounds,Garlic,1.19,19,0.96,7.42,0.89,13,0.77,43,62.81,0.44,0.02,0.55,203,136,0.82,0
1988,Vegetables for fresh,Pounds,Garlic,1.09,19,0.88,7.42,0.81,13,0.71,43,62.81,0.4,0.02,0.5,203,136,0.75,0
1989,Vegetables for fresh,Pounds,Garlic,1.01,19,0.82,7.42,0.76,13,0.66,43,62.81,0.38,0.02,0.47,203,136,0.7,0
1990,Vegetables for fresh,Pounds,Garlic,1.41,19,1.14,7.42,1.06,13,0.92,43,62.81,0.52,0.02,0.65,203,136,0.97,0
1991,Vegetables for fresh,Pounds,Garlic,1.49,19,1.2,7.42,1.12,13,0.97,43,62.81,0.55,0.02,0.69,203,136,1.03,0.01
1992,Vegetables for fresh,Pounds,Garlic,1.46,19,1.18,7.42,1.1,13,0.95,43,62.81,0.54,0.02,0.67,203,136,1.01,0
1993,Vegetables for fresh,Pounds,Garlic,1.75,19,1.41,7.42,1.31,13,1.14,43,62.81,0.65,0.03,0.81,203,136,1.2,0.01
