Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
1984,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),37.22626805,0,37.22626805,11,33.13137856,0,33.13137856,34,41.26,21.86670985,0.958540706,27.17414974,16,4.2,103.5205704,6.470035652
1985,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),45.17106003,0,45.17106003,11,40.20224342,0,40.20224342,34,41.26,26.53348066,1.163111481,32.97362893,16,4.2,125.6138245,7.850864031
1986,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),45.69382217,0,45.69382217,11,40.66750173,0,40.66750173,34,41.26,26.84055115,1.176572105,33.35523089,16,4.2,127.0675462,7.941721641
1987,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),47.70912341,0,47.70912341,11,42.46111983,0,42.46111983,34,41.26,28.02433909,1.228464179,34.82634525,16,4.2,132.6717914,8.291986964
1988,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),48.9622767,0,48.9622767,11,43.57642627,0,43.57642627,34,41.26,28.76044134,1.260731675,35.74111262,16,4.2,136.1566195,8.509788719
1989,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),48.19616563,0,48.19616563,11,42.89458741,0,42.89458741,34,41.26,28.31042769,1.24100505,35.18187265,16,4.2,134.0261815,8.376636346
1990,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),49.59341468,0,49.59341468,11,44.13813906,0,44.13813906,34,41.26,29.13117178,1.276982873,36.20182595,16,4.2,137.9117179,8.619482368
1991,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),50.30546011,0,50.30546011,11,44.7718595,0,44.7718595,34,41.26,29.54942727,1.29531736,36.72159949,16,4.2,139.8918076,8.743237974
1992,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),51.78858206,0,51.78858206,11,46.09183803,0,46.09183803,34,41.26,30.4206131,1.333506328,37.80423764,16,4.2,144.0161434,9.001008962
1993,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),54.45251772,0,54.45251772,11,48.46274077,0,48.46274077,34,41.26,31.98540891,1.402100117,39.74883726,16,4.2,151.4241419,9.464008871
1994,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),56.63335643,0,56.63335643,11,50.40368722,0,50.40368722,34,41.26,33.26643356,1.458254622,41.34078941,16,4.2,157.4887215,9.843045097
1995,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),57.48560386,0,57.48560386,11,51.16218743,0,51.16218743,34,41.26,33.76704371,1.480199176,41.96290654,16,4.2,159.8586916,9.991168225
1996,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),58.66072878,0,58.66072878,11,52.20804862,0,52.20804862,34,41.26,34.45731209,1.510457516,42.82071535,16,4.2,163.1265347,10.19540842
1997,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),60.7789528,0,60.7789528,11,54.09326799,0,54.09326799,34,41.26,35.70155687,1.564999753,44.36696051,16,4.2,169.0169924,10.56356203
1998,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),63.36746862,0,63.36746862,11,56.39704707,0,56.39704707,34,41.26,37.22205107,1.631651554,46.25650572,16,4.2,176.2152599,11.01345374
1999,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),64.51464288,0,64.51464288,11,57.41803216,0,57.41803216,34,41.26,37.89590123,1.661190191,47.09391131,16,4.2,179.4053764,11.21283603
2000,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),64.75391401,0,64.75391401,11,57.63098347,0,57.63098347,34,41.26,38.03644909,1.667351193,47.26857265,16,4.2,180.0707529,11.25442206
2001,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),63.1407765,0,63.1407765,11,56.19529109,0,56.19529109,34,41.26,37.08889212,1.625814449,46.09102672,16,4.2,175.5848637,10.97405398
2002,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),64.20153577,0,64.20153577,11,57.13936683,0,57.13936683,34,41.26,37.71198211,1.653127983,46.86535175,16,4.2,178.5346733,11.15841708
2003,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),62.52905191,0,62.52905191,11,55.6508562,0,55.6508562,34,41.26,36.72956509,1.610063127,45.64448463,16,4.2,173.883751,10.86773444
2004,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),61.72452198,0,61.72452198,11,54.93482456,0,54.93482456,34,41.26,36.25698421,1.589347253,45.05719995,16,4.2,171.646476,10.72790475
2005,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),60.34848879,0,60.34848879,11,53.71015502,0,53.71015502,34,41.26,35.44870232,1.553915718,44.05273365,16,4.2,167.8199377,10.48874611
2006,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),60.44216947,0,60.44216947,11,53.79353083,0,53.79353083,34,41.26,35.50373035,1.556327906,44.12111796,16,4.2,168.0804494,10.50502809
2007,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),57.78190766,0,57.78190766,11,51.42589782,0,51.42589782,34,41.26,33.94109256,1.487828715,42.17920015,16,4.2,160.6826673,10.0426667
2008,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),55.37372605,0,55.37372605,11,49.28261618,0,49.28261618,34,41.26,32.52652668,1.425820348,40.42129395,16,4.2,153.9858817,9.624117606
2009,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),52.28539392,0,52.28539392,11,46.53400059,0,46.53400059,34,41.26,30.71244039,1.346298757,38.1668966,16,4.2,145.3977013,9.087356334
2010,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),50.49538927,0,50.49538927,11,44.94089645,0,44.94089645,34,41.26,29.66099166,1.300207854,36.86024254,16,4.2,140.4199716,8.776248225
2011,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),48.86901299,0,48.86901299,11,43.49342157,0,43.49342157,34,41.26,28.70565823,1.258330224,35.67303268,16,4.2,135.8972674,8.49357921
2012,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),47.8029826,0,47.8029826,11,42.54465451,0,42.54465451,34,41.26,28.07947198,1.230880964,34.89485987,16,4.2,132.9327995,8.30829997
2013,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),45.99179935,0,45.99179935,11,40.93270143,0,40.93270143,34,41.26,27.01558294,1.184244732,33.57274602,16,4.2,127.8961753,7.993510957
2014,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),45.76206151,0,45.76206151,11,40.72823475,0,40.72823475,34,41.26,26.88063493,1.178329203,33.40504373,16,4.2,127.2573094,7.95358184
2015,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),45.10104973,0,45.10104973,11,40.13993426,0,40.13993426,34,41.26,26.49235661,1.161308783,32.92252334,16,4.2,125.4191365,7.838696034
2016,Added sugar and sweeteners,Pounds,High fructose corn syrup (HFCS),43.95173665,0,43.95173665,11,39.11704562,0,39.11704562,34,41.26,25.81725011,1.131715073,32.08355647,16,4.2,122.2230723,7.638942016
1970,Added sugar and sweeteners,Pounds,Glucose,10.74743263,0,10.74743263,11,9.565215042,0,9.565215042,34,41.26,6.313041928,0.276736084,7.845329627,16,4.2,29.88697001,1.867935626
1971,Added sugar and sweeteners,Pounds,Glucose,11.20206615,0,11.20206615,11,9.969838874,0,9.969838874,34,41.26,6.580093657,0.288442462,8.177199567,16,4.2,31.15123645,1.946952278
1972,Added sugar and sweeteners,Pounds,Glucose,11.98034026,0,11.98034026,11,10.66250283,0,10.66250283,34,41.26,7.037251871,0.308482274,8.745318221,16,4.2,33.31549798,2.082218624
1973,Added sugar and sweeteners,Pounds,Glucose,13.06671024,0,13.06671024,11,11.62937211,0,11.62937211,34,41.26,7.675385594,0.336455259,9.538338363,16,4.2,36.3365271,2.271032944
1974,Added sugar and sweeteners,Pounds,Glucose,13.84581069,0,13.84581069,11,12.32277152,0,12.32277152,34,41.26,8.133029201,0.356516349,10.10706022,16,4.2,38.50308656,2.40644291
1975,Added sugar and sweeteners,Pounds,Glucose,14.02578795,0,14.02578795,11,12.48295127,0,12.48295127,34,41.26,8.238747839,0.36115059,10.23843866,16,4.2,39.00357584,2.43772349
1976,Added sugar and sweeteners,Pounds,Glucose,13.88675901,0,13.88675901,11,12.35921552,0,12.35921552,34,41.26,8.15708224,0.357570728,10.13695136,16,4.2,38.61695757,2.413559848
1977,Added sugar and sweeteners,Pounds,Glucose,13.77758027,0,13.77758027,11,12.26204644,0,12.26204644,34,41.26,8.092950648,0.35475948,10.05725389,16,4.2,38.31334816,2.39458426
1978,Added sugar and sweeteners,Pounds,Glucose,13.93455085,0,13.93455085,11,12.40175025,0,12.40175025,34,41.26,8.185155167,0.358801322,10.17183809,16,4.2,38.74985939,2.421866212
1979,Added sugar and sweeteners,Pounds,Glucose,13.50058652,0,13.50058652,11,12.01552201,0,12.01552201,34,41.26,7.930244524,0.347627157,9.855056093,16,4.2,37.54307083,2.346441927
1980,Added sugar and sweeteners,Pounds,Glucose,12.92632374,0,12.92632374,11,11.50442813,0,11.50442813,34,41.26,7.592922565,0.332840441,9.435860088,16,4.2,35.94613367,2.246633354
1981,Added sugar and sweeteners,Pounds,Glucose,12.92457363,0,12.92457363,11,11.50287053,0,11.50287053,34,41.26,7.591894552,0.332795378,9.434582558,16,4.2,35.94126689,2.24632918
1982,Added sugar and sweeteners,Pounds,Glucose,12.74235103,0,12.74235103,11,11.34069241,0,11.34069241,34,41.26,7.484856993,0.32810332,9.301565077,16,4.2,35.43453363,2.214658352
1983,Added sugar and sweeteners,Pounds,Glucose,13.00425297,0,13.00425297,11,11.57378514,0,11.57378514,34,41.26,7.638698193,0.334847044,9.492746276,16,4.2,36.16284296,2.260177685
1984,Added sugar and sweeteners,Pounds,Glucose,13.13497681,0,13.13497681,11,11.69012936,0,11.69012936,34,41.26,7.71548538,0.338213058,9.588171081,16,4.2,36.52636602,2.282897877
1985,Added sugar and sweeteners,Pounds,Glucose,13.4808652,0,13.4808652,11,11.99797003,0,11.99797003,34,41.26,7.918660217,0.347119352,9.840660068,16,4.2,37.48822883,2.343014302
1986,Added sugar and sweeteners,Pounds,Glucose,13.56712418,0,13.56712418,11,12.07474052,0,12.07474052,34,41.26,7.969328741,0.349340438,9.903626746,16,4.2,37.72810189,2.358006368
1987,Added sugar and sweeteners,Pounds,Glucose,13.83174907,0,13.83174907,11,12.31025667,0,12.31025667,34,41.26,8.124769401,0.356154275,10.09679562,16,4.2,38.46398332,2.403998958
1988,Added sugar and sweeteners,Pounds,Glucose,14.25850641,0,14.25850641,11,12.69007071,0,12.69007071,34,41.26,8.375446667,0.367142868,10.40831673,16,4.2,39.65073038,2.478170649
1989,Added sugar and sweeteners,Pounds,Glucose,12.83159293,0,12.83159293,11,11.42011771,0,11.42011771,34,41.26,7.537277689,0.330401214,9.36670921,16,4.2,35.68270175,2.230168859
1990,Added sugar and sweeteners,Pounds,Glucose,13.59675991,0,13.59675991,11,12.10111632,0,12.10111632,34,41.26,7.986736772,0.35010353,9.925260017,16,4.2,37.81051435,2.363157147
1991,Added sugar and sweeteners,Pounds,Glucose,14.01280462,0,14.01280462,11,12.47139611,0,12.47139611,34,41.26,8.231121432,0.360816282,10.22896119,16,4.2,38.96747118,2.435466949
1992,Added sugar and sweeteners,Pounds,Glucose,15.12889622,0,15.12889622,11,13.46471764,0,13.46471764,34,41.26,8.88671364,0.389554571,11.0436773,16,4.2,42.07115161,2.629446975
1993,Added sugar and sweeteners,Pounds,Glucose,15.75345383,0,15.75345383,11,14.02057391,0,14.02057391,34,41.26,9.25357878,0.40563633,11.49958714,16,4.2,43.80795101,2.737996938
1994,Added sugar and sweeteners,Pounds,Glucose,15.88995268,0,15.88995268,11,14.14205788,0,14.14205788,34,41.26,9.333758203,0.409151045,11.59922754,16,4.2,44.18753347,2.761720842
1995,Added sugar and sweeteners,Pounds,Glucose,16.33039312,0,16.33039312,11,14.53404988,0,14.53404988,34,41.26,9.592472918,0.420491964,11.92073692,16,4.2,45.41233112,2.838270695
1996,Added sugar and sweeteners,Pounds,Glucose,16.43480956,0,16.43480956,11,14.62698051,0,14.62698051,34,41.26,9.653807136,0.423180587,11.99695805,16,4.2,45.70269731,2.856418582
1997,Added sugar and sweeteners,Pounds,Glucose,17.3269306,0,17.3269306,11,15.42096823,0,15.42096823,34,41.26,10.17783903,0.446151848,12.64818182,16,4.2,48.18354977,3.011471861
1998,Added sugar and sweeteners,Pounds,Glucose,17.07828852,0,17.07828852,11,15.19967679,0,15.19967679,34,41.26,10.03178668,0.439749553,12.46667995,16,4.2,47.49211411,2.968257132
1999,Added sugar and sweeteners,Pounds,Glucose,16.3358378,0,16.3358378,11,14.53889564,0,14.53889564,34,41.26,9.595671121,0.420632159,11.92471138,16,4.2,45.42747194,2.839216996
2000,Added sugar and sweeteners,Pounds,Glucose,15.79616389,0,15.79616389,11,14.05858586,0,14.05858586,34,41.26,9.278666668,0.406736073,11.5307643,16,4.2,43.92672116,2.745420072
2001,Added sugar and sweeteners,Pounds,Glucose,15.45825814,0,15.45825814,11,13.75784975,0,13.75784975,34,41.26,9.080180833,0.398035324,11.28410242,16,4.2,42.98705685,2.686691053
2002,Added sugar and sweeteners,Pounds,Glucose,15.43625035,0,15.43625035,11,13.73826281,0,13.73826281,34,41.26,9.067253454,0.397468645,11.26803734,16,4.2,42.92585653,2.682866033
2003,Added sugar and sweeteners,Pounds,Glucose,15.1931718,0,15.1931718,11,13.5219229,0,13.5219229,34,41.26,8.924469113,0.391209605,11.0905967,16,4.2,42.24989217,2.640618261
2004,Added sugar and sweeteners,Pounds,Glucose,15.62052014,0,15.62052014,11,13.90226293,0,13.90226293,34,41.26,9.175493531,0.402213415,11.40254921,16,4.2,43.43828271,2.714892669
2005,Added sugar and sweeteners,Pounds,Glucose,15.26648534,0,15.26648534,11,13.58717196,0,13.58717196,34,41.26,8.967533491,0.393097359,11.14411357,16,4.2,42.45376596,2.653360373
2006,Added sugar and sweeteners,Pounds,Glucose,13.73494811,0,13.73494811,11,12.22410382,0,12.22410382,34,41.26,8.067908522,0.353661743,10.0261336,16,4.2,38.19479465,2.387174666
2007,Added sugar and sweeteners,Pounds,Glucose,13.68998121,0,13.68998121,11,12.18408328,0,12.18408328,34,41.26,8.041494965,0.352503889,9.993308998,16,4.2,38.06974856,2.379359285
2008,Added sugar and sweeteners,Pounds,Glucose,13.35773248,0,13.35773248,11,11.88838191,0,11.88838191,34,41.26,7.84633206,0.343948803,9.75077658,16,4.2,37.14581554,2.321613471
2009,Added sugar and sweeteners,Pounds,Glucose,12.9507302,0,12.9507302,11,11.52614988,0,11.52614988,34,41.26,7.607258921,0.333468884,9.453676133,16,4.2,36.01400432,2.25087527
2010,Added sugar and sweeteners,Pounds,Glucose,12.62888229,0,12.62888229,11,11.23970524,0,11.23970524,34,41.26,7.418205457,0.325181609,9.218736026,16,4.2,35.11899438,2.194937149
2011,Added sugar and sweeteners,Pounds,Glucose,12.22453238,0,12.22453238,11,10.87983382,0,10.87983382,34,41.26,7.180690319,0.314769987,8.923571735,16,4.2,33.99455899,2.124659937
2012,Added sugar and sweeteners,Pounds,Glucose,12.53111046,0,12.53111046,11,11.15268831,0,11.15268831,34,41.26,7.360774287,0.322664078,9.147365289,16,4.2,34.84710586,2.177944116
2013,Added sugar and sweeteners,Pounds,Glucose,12.02305958,0,12.02305958,11,10.70052302,0,10.70052302,34,41.26,7.062345194,0.309582255,8.776502141,16,4.2,33.43429387,2.089643367
2014,Added sugar and sweeteners,Pounds,Glucose,12.17256462,0,12.17256462,11,10.83358251,0,10.83358251,34,41.26,7.150164456,0.313431867,8.885636701,16,4.2,33.85004457,2.115627786
2015,Added sugar and sweeteners,Pounds,Glucose,12.28319719,0,12.28319719,11,10.9320455,0,10.9320455,34,41.26,7.215150027,0.316280549,8.966395427,16,4.2,34.15769687,2.134856054
2016,Added sugar and sweeteners,Pounds,Glucose,12.37661464,0,12.37661464,11,11.01518703,0,11.01518703,34,41.26,7.270023441,0.318685959,9.034587597,16,4.2,34.41747656,2.151092285
1970,Added sugar and sweeteners,Pounds,Dextrose,4.595439206,0,4.595439206,11,4.089940893,0,4.089940893,34,41.26,2.699360989,0.118328153,3.354543972,16,4.2,12.77921513,0.798700946
1971,Added sugar and sweeteners,Pounds,Dextrose,4.639917943,0,4.639917943,11,4.129526969,0,4.129526969,34,41.26,2.7254878,0.119473438,3.387012225,16,4.2,12.90290371,0.806431482
1972,Added sugar and sweeteners,Pounds,Dextrose,4.616800701,0,4.616800701,11,4.108952624,0,4.108952624,34,41.26,2.711908732,0.118878191,3.370137275,16,4.2,12.83861819,0.802413637
1973,Added sugar and sweeteners,Pounds,Dextrose,4.619190313,0,4.619190313,11,4.111079378,0,4.111079378,34,41.26,2.71331239,0.118939721,3.371881626,16,4.2,12.84526334,0.802828959
1974,Added sugar and sweeteners,Pounds,Dextrose,4.548374124,0,4.548374124,11,4.048052971,0,4.048052971,34,41.26,2.671714961,0.117116272,3.32018776,16,4.2,12.64833432,0.790520895
1975,Added sugar and sweeteners,Pounds,Dextrose,4.380973548,0,4.380973548,11,3.899066457,0,3.899066457,34,41.26,2.573383862,0.112805868,3.197989953,16,4.2,12.18281887,0.761426179
1976,Added sugar and sweeteners,Pounds,Dextrose,4.144655675,0,4.144655675,11,3.68874355,0,3.68874355,34,41.26,2.434570743,0.106720909,3.025484418,16,4.2,11.52565493,0.720353433
1977,Added sugar and sweeteners,Pounds,Dextrose,3.89133623,0,3.89133623,11,3.463289245,0,3.463289245,34,41.26,2.285770902,0.100198177,2.840568205,16,4.2,10.82121221,0.676325763
1978,Added sugar and sweeteners,Pounds,Dextrose,3.687139744,0,3.687139744,11,3.281554372,0,3.281554372,34,41.26,2.165825886,0.094940313,2.691510398,16,4.2,10.25337294,0.640835809
1979,Added sugar and sweeteners,Pounds,Dextrose,3.543809291,0,3.543809291,11,3.153990269,0,3.153990269,34,41.26,2.081633578,0.091249691,2.586883117,16,4.2,9.854792827,0.615924552
1980,Added sugar and sweeteners,Pounds,Dextrose,3.455055637,0,3.455055637,11,3.074999517,0,3.074999517,34,41.26,2.029499681,0.08896437,2.522095396,16,4.2,9.607982459,0.600498904
1981,Added sugar and sweeteners,Pounds,Dextrose,3.387457276,0,3.387457276,11,3.014836976,0,3.014836976,34,41.26,1.989792404,0.087223777,2.472750455,16,4.2,9.420001734,0.588750108
1982,Added sugar and sweeteners,Pounds,Dextrose,3.37407618,0,3.37407618,11,3.0029278,0,3.0029278,34,41.26,1.981932348,0.086879226,2.462982623,16,4.2,9.382790946,0.586424434
1983,Added sugar and sweeteners,Pounds,Dextrose,3.398455872,0,3.398455872,11,3.024625726,0,3.024625726,34,41.26,1.996252979,0.08750698,2.480779127,16,4.2,9.45058715,0.590661697
1984,Added sugar and sweeteners,Pounds,Dextrose,3.451292162,0,3.451292162,11,3.071650025,0,3.071650025,34,41.26,2.027289016,0.088867464,2.519348163,16,4.2,9.597516811,0.599844801
1985,Added sugar and sweeteners,Pounds,Dextrose,3.504902166,0,3.504902166,11,3.119362928,0,3.119362928,34,41.26,2.058779533,0.09024787,2.558481988,16,4.2,9.74659805,0.609162378
1986,Added sugar and sweeteners,Pounds,Dextrose,3.577770298,0,3.577770298,11,3.184215565,0,3.184215565,34,41.26,2.101582273,0.092124154,2.611673716,16,4.2,9.949233205,0.621827075
1987,Added sugar and sweeteners,Pounds,Dextrose,3.632353668,0,3.632353668,11,3.232794765,0,3.232794765,34,41.26,2.133644545,0.093529624,2.651518072,16,4.2,10.10102123,0.631313827
1988,Added sugar and sweeteners,Pounds,Dextrose,3.685928961,0,3.685928961,11,3.280476775,0,3.280476775,34,41.26,2.165114672,0.094909136,2.690626559,16,4.2,10.25000594,0.640625371
1989,Added sugar and sweeteners,Pounds,Dextrose,3.540118421,0,3.540118421,11,3.150705394,0,3.150705394,34,41.26,2.07946556,0.091154655,2.584188883,16,4.2,9.844529079,0.615283067
1990,Added sugar and sweeteners,Pounds,Dextrose,3.639115078,0,3.639115078,11,3.238812419,0,3.238812419,34,41.26,2.137616197,0.093703724,2.656453715,16,4.2,10.11982367,0.63248898
1991,Added sugar and sweeteners,Pounds,Dextrose,3.651711649,0,3.651711649,11,3.250023368,0,3.250023368,34,41.26,2.145015423,0.094028073,2.665648865,16,4.2,10.15485282,0.634678301
1992,Added sugar and sweeteners,Pounds,Dextrose,3.585271522,0,3.585271522,11,3.190891655,0,3.190891655,34,41.26,2.105988492,0.092317304,2.617149403,16,4.2,9.970092965,0.62313081
1993,Added sugar and sweeteners,Pounds,Dextrose,3.698344911,0,3.698344911,11,3.291526971,0,3.291526971,34,41.26,2.172407801,0.095228835,2.699689861,16,4.2,10.2845328,0.6427833
1994,Added sugar and sweeteners,Pounds,Dextrose,3.812259884,0,3.812259884,11,3.392911297,0,3.392911297,34,41.26,2.239321456,0.098162036,2.782844652,16,4.2,10.60131296,0.66258206
1995,Added sugar and sweeteners,Pounds,Dextrose,3.96427207,0,3.96427207,11,3.528202142,0,3.528202142,34,41.26,2.328613414,0.102076204,2.893809358,16,4.2,11.02403565,0.689002228
1996,Added sugar and sweeteners,Pounds,Dextrose,3.985003374,0,3.985003374,11,3.546653003,0,3.546653003,34,41.26,2.340790982,0.102610016,2.908942638,16,4.2,11.08168624,0.69260539
1997,Added sugar and sweeteners,Pounds,Dextrose,3.745919942,0,3.745919942,11,3.333868749,0,3.333868749,34,41.26,2.200353374,0.096453847,2.734418323,16,4.2,10.4168317,0.651051982
1998,Added sugar and sweeteners,Pounds,Dextrose,3.635677819,0,3.635677819,11,3.235753259,0,3.235753259,34,41.26,2.135597151,0.093615218,2.65394461,16,4.2,10.11026518,0.631891574
1999,Added sugar and sweeteners,Pounds,Dextrose,3.496016603,0,3.496016603,11,3.111454777,0,3.111454777,34,41.26,2.053560153,0.090019075,2.551995772,16,4.2,9.721888655,0.607618041
2000,Added sugar and sweeteners,Pounds,Dextrose,3.369570414,0,3.369570414,11,2.998917668,0,2.998917668,34,41.26,1.979285661,0.086763207,2.459693539,16,4.2,9.3702611,0.585641319
2001,Added sugar and sweeteners,Pounds,Dextrose,3.290723651,0,3.290723651,11,2.928744049,0,2.928744049,34,41.26,1.932971072,0.084732979,2.402137574,16,4.2,9.151000283,0.571937518
2002,Added sugar and sweeteners,Pounds,Dextrose,3.282671135,0,3.282671135,11,2.92157731,0,2.92157731,34,41.26,1.928241025,0.084525634,2.39625946,16,4.2,9.128607467,0.570537967
2003,Added sugar and sweeteners,Pounds,Dextrose,3.08643038,0,3.08643038,11,2.746923038,0,2.746923038,34,41.26,1.812969205,0.079472623,2.253009117,16,4.2,8.582891874,0.536430742
2004,Added sugar and sweeteners,Pounds,Dextrose,3.315636693,0,3.315636693,11,2.950916656,0,2.950916656,34,41.26,1.947604993,0.085374465,2.420323409,16,4.2,9.220279652,0.576267478
2005,Added sugar and sweeteners,Pounds,Dextrose,3.246217617,0,3.246217617,11,2.889133679,0,2.889133679,34,41.26,1.906828228,0.083586991,2.369649397,16,4.2,9.027235796,0.564202237
2006,Added sugar and sweeteners,Pounds,Dextrose,3.09838932,0,3.09838932,11,2.757566494,0,2.757566494,34,41.26,1.819993886,0.079780554,2.261738813,16,4.2,8.61614786,0.538509241
2007,Added sugar and sweeteners,Pounds,Dextrose,2.969047308,0,2.969047308,11,2.642452104,0,2.642452104,34,41.26,1.744018389,0.076450121,2.167322709,16,4.2,8.256467464,0.516029217
2008,Added sugar and sweeteners,Pounds,Dextrose,2.750506059,0,2.750506059,11,2.447950392,0,2.447950392,34,41.26,1.615647259,0.070822894,2.007793621,16,4.2,7.648737602,0.4780461
2009,Added sugar and sweeteners,Pounds,Dextrose,2.712009394,0,2.712009394,11,2.413688361,0,2.413688361,34,41.26,1.593034318,0.069831641,1.979692116,16,4.2,7.541684252,0.471355266
2010,Added sugar and sweeteners,Pounds,Dextrose,2.907197429,0,2.907197429,11,2.587405711,0,2.587405711,34,41.26,1.70768777,0.074857546,2.122174002,16,4.2,8.084472389,0.505279524
2011,Added sugar and sweeteners,Pounds,Dextrose,2.857717156,0,2.857717156,11,2.543368269,0,2.543368269,34,41.26,1.678623058,0.073583477,2.086054767,16,4.2,7.946875303,0.496679706
2012,Added sugar and sweeteners,Pounds,Dextrose,2.675051416,0,2.675051416,11,2.380795761,0,2.380795761,34,41.26,1.571325202,0.068880009,1.952713811,16,4.2,7.438909756,0.46493186
2013,Added sugar and sweeteners,Pounds,Dextrose,2.622058717,0,2.622058717,11,2.333632258,0,2.333632258,34,41.26,1.54019729,0.067515498,1.914030601,16,4.2,7.291545147,0.455721572
2014,Added sugar and sweeteners,Pounds,Dextrose,2.963741907,0,2.963741907,11,2.637730297,0,2.637730297,34,41.26,1.740901996,0.076313512,2.163449913,16,4.2,8.241713953,0.515107122
2015,Added sugar and sweeteners,Pounds,Dextrose,2.961965282,0,2.961965282,11,2.636149101,0,2.636149101,34,41.26,1.739858407,0.076267766,2.162153026,16,4.2,8.236773431,0.514798339
2016,Added sugar and sweeteners,Pounds,Dextrose,2.740848526,0,2.740848526,11,2.439355188,0,2.439355188,34,41.26,1.609974424,0.070574221,2.000743887,16,4.2,7.621881476,0.476367592
